Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 754
1 759
2 756
3 752
4 750
5 750
6 759
7 764
8 761
9 749
10 759
11 764
12 770
13 751
14 757
15 745
16 764
17 760
18 763
19 760
20 766
21 757
22 755
23 747
24 760
25 766
26 761
27 761
28 762
29 748
30 765
31 768
32 754
33 749
34 756
35 757
36 754
37 763
38 764
39 758
40 756
41 756
42 753
43 774
44 760
45 755
46 767
47 761
48 767
49 755
50 758
51 745
52 768
53 757
54 742
55 759
56 762
57 752
58 747
59 754
60 746
61 750
62 762
63 754
64 779
65 783
66 791
67 779
68 780
69 788
70 774
71 783
72 868
73 779
74 773
75 785
76 779
77 776
78 787
79 783
80 742
81 747
82 747
83 736
84 748
85 744
86 744
87 743
88 741
89 737
90 756
91 734
92 744
93 718
94 748
95 734
96 724
97 676
98 720
99 724
100 720
101 659
102 706
103 726
104 728
105 725
106 719
107 728
108 732
109 720
110 717
111 734
112 1014
113 754
114 752
115 753
116 763
117 753
118 914
119 751
120 754
121 748
122 765
123 761
124 772
125 766
126 759
127 764
