Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 762
1 761
2 765
3 753
4 747
5 755
6 762
7 765
8 771
9 758
10 752
11 711
12 765
13 752
14 761
15 766
16 763
17 762
18 776
19 741
20 761
21 766
22 766
23 761
24 745
25 764
26 763
27 766
28 755
29 755
30 741
31 768
32 798
33 807
34 800
35 804
36 797
37 800
38 803
39 797
40 794
41 808
42 797
43 795
44 796
45 793
46 804
47 799
48 747
49 757
50 755
51 756
52 753
53 742
54 747
55 745
56 756
57 742
58 743
59 744
60 744
61 754
62 751
63 744
64 729
65 737
66 733
67 729
68 737
69 731
70 717
71 738
72 744
73 724
74 723
75 736
76 734
77 730
78 724
79 740
80 751
81 764
82 768
83 760
84 761
85 759
86 730
87 758
88 744
89 749
90 751
91 758
92 757
93 751
94 758
95 768
96 776
97 735
98 756
99 762
100 765
101 754
102 721
103 716
104 764
105 749
106 773
107 750
108 755
109 915
110 751
111 764
112 777
113 767
114 778
115 793
116 776
117 778
118 934
119 773
120 784
121 776
122 770
123 772
124 789
125 790
126 777
127 774
