Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 8 898
1 6 882
2 6 912
3 7 898
4 6 907
5 6 901
6 6 896
7 7 888
8 8 919
9 6 901
10 6 893
11 6 907
12 7 897
13 6 918
14 7 909
15 6 900
16 26 929
17 17 933
18 27 925
19 18 923
20 10 923
21 21 935
22 20 929
23 23 924
24 21 998
25 15 918
26 9 909
27 9 915
28 18 966
29 14 914
30 22 920
31 25 926
32 12 933
33 7 917
34 11 913
35 8 898
36 5 907
37 13 903
38 9 896
39 11 911
40 8 989
41 13 925
42 6 927
43 15 915
44 13 904
45 7 896
46 5 897
47 9 897
48 9 984
49 14 932
50 9 926
51 13 921
52 11 932
53 10 931
54 8 939
55 9 911
56 10 913
57 16 917
58 8 911
59 12 940
60 13 925
61 11 923
62 12 929
63 9 929
64 7 917
65 9 926
66 6 913
67 14 919
68 8 930
69 6 945
70 15 931
71 7 921
72 7 915
73 9 947
74 10 922
75 7 927
76 6 916
77 6 912
78 11 926
79 12 926
80 29 937
81 31 942
82 16 939
83 30 930
84 19 919
85 25 922
86 24 935
87 24 950
88 22 931
89 19 954
90 19 945
91 44 953
92 35 944
93 24 916
94 37 938
95 31 951
96 17 931
97 15 929
98 26 921
99 23 925
100 16 909
101 30 921
102 26 924
103 22 927
104 28 917
105 18 906
106 29 935
107 32 926
108 22 917
109 19 915
110 27 934
111 9 920
112 11 937
113 19 935
114 16 925
115 20 934
116 23 940
117 25 949
118 6 951
119 23 979
120 12 920
121 25 930
122 19 929
123 34 949
124 19 934
125 19 937
126 26 943
127 19 921
