Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 799
1 804
2 795
3 793
4 783
5 797
6 803
7 803
8 787
9 799
10 799
11 761
12 798
13 797
14 804
15 796
16 794
17 789
18 787
19 788
20 772
21 781
22 778
23 783
24 783
25 783
26 778
27 782
28 783
29 783
30 775
31 786
32 790
33 792
34 801
35 810
36 804
37 783
38 809
39 790
40 772
41 797
42 787
43 781
44 786
45 792
46 777
47 791
48 784
49 775
50 790
51 771
52 779
53 775
54 777
55 769
56 776
57 789
58 783
59 789
60 771
61 784
62 775
63 783
64 790
65 777
66 786
67 780
68 796
69 774
70 784
71 789
72 783
73 762
74 781
75 776
76 772
77 783
78 773
79 781
80 732
81 738
82 753
83 745
84 738
85 736
86 739
87 742
88 716
89 733
90 734
91 736
92 741
93 713
94 738
95 744
96 761
97 750
98 757
99 754
100 740
101 701
102 738
103 743
104 756
105 756
106 755
107 741
108 754
109 752
110 750
111 768
112 740
113 748
114 747
115 746
116 747
117 736
118 748
119 741
120 735
121 738
122 733
123 734
124 743
125 737
126 744
127 745
