Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 786
1 793
2 786
3 802
4 802
5 785
6 788
7 807
8 782
9 791
10 779
11 769
12 787
13 801
14 792
15 806
16 784
17 783
18 777
19 788
20 794
21 786
22 775
23 797
24 778
25 782
26 797
27 790
28 791
29 778
30 781
31 783
32 748
33 753
34 749
35 751
36 754
37 754
38 751
39 743
40 752
41 742
42 751
43 756
44 744
45 751
46 751
47 746
48 757
49 753
50 772
51 772
52 768
53 952
54 768
55 757
56 765
57 757
58 752
59 761
60 772
61 759
62 771
63 763
64 1021
65 840
66 834
67 833
68 823
69 818
70 823
71 826
72 1000
73 831
74 860
75 828
76 839
77 817
78 821
79 837
80 804
81 790
82 792
83 791
84 804
85 788
86 784
87 781
88 787
89 790
90 799
91 791
92 796
93 782
94 908
95 787
96 776
97 739
98 781
99 772
100 752
101 683
102 660
103 740
104 951
105 753
106 759
107 759
108 760
109 743
110 752
111 768
112 987
113 787
114 964
115 783
116 771
117 792
118 779
119 794
120 792
121 768
122 781
123 782
124 780
125 776
126 780
127 787
