Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 755
1 776
2 766
3 764
4 776
5 764
6 957
7 764
8 766
9 772
10 760
11 679
12 775
13 764
14 765
15 772
16 766
17 758
18 763
19 756
20 763
21 763
22 766
23 744
24 759
25 767
26 760
27 748
28 750
29 754
30 760
31 762
32 785
33 782
34 780
35 780
36 795
37 783
38 792
39 788
40 792
41 781
42 773
43 781
44 792
45 783
46 789
47 777
48 781
49 757
50 768
51 758
52 773
53 775
54 760
55 770
56 764
57 769
58 774
59 767
60 765
61 769
62 775
63 770
64 809
65 811
66 811
67 811
68 807
69 811
70 796
71 813
72 804
73 817
74 787
75 815
76 811
77 810
78 815
79 823
80 809
81 812
82 799
83 810
84 807
85 779
86 788
87 804
88 766
89 816
90 808
91 801
92 793
93 777
94 808
95 802
96 765
97 772
98 755
99 758
100 756
101 727
102 719
103 943
104 763
105 767
106 765
107 766
108 771
109 753
110 763
111 766
112 1006
113 1015
114 876
115 989
116 744
117 783
118 907
119 743
120 735
121 747
122 738
123 751
124 756
125 760
126 756
127 761
