Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 21 926
1 25 943
2 23 935
3 26 926
4 29 928
5 36 930
6 26 936
7 28 997
8 42 943
9 37 948
10 33 931
11 48 941
12 33 944
13 37 947
14 37 946
15 32 934
16 19 917
17 30 920
18 26 917
19 22 922
20 26 922
21 31 922
22 26 925
23 22 905
24 34 919
25 30 923
26 25 914
27 23 911
28 30 928
29 26 925
30 26 905
31 36 916
32 26 947
33 32 930
34 34 928
35 42 931
36 49 944
37 34 922
38 41 996
39 53 934
40 39 926
41 31 928
42 47 994
43 50 943
44 52 940
45 40 992
46 47 996
47 32 922
48 32 928
49 43 922
50 38 914
51 38 944
52 35 925
53 43 930
54 33 923
55 37 942
56 37 924
57 40 927
58 37 935
59 38 920
60 41 927
61 45 950
62 48 926
63 47 952
64 29 925
65 42 925
66 45 939
67 42 935
68 36 952
69 31 959
70 46 939
71 41 930
72 49 939
73 37 953
74 50 942
75 43 931
76 39 924
77 39 925
78 42 936
79 30 977
80 48 942
81 44 946
82 37 950
83 39 946
84 43 939
85 45 958
86 42 946
87 31 960
88 44 948
89 39 941
90 41 938
91 45 948
92 50 957
93 50 949
94 52 945
95 57 956
96 54 996
97 37 950
98 50 954
99 46 947
100 48 955
101 55 957
102 48 976
103 55 964
104 48 942
105 52 949
106 52 991
107 52 949
108 54 947
109 46 947
110 55 961
111 56 951
112 28 969
113 53 947
114 53 963
115 52 943
116 41 947
117 51 944
118 56 944
119 48 938
120 28 969
121 12 970
122 53 977
123 43 928
124 54 955
125 45 944
126 56 972
127 65 967
