Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 33 980
1 9 925
2 35 954
3 44 931
4 33 922
5 39 935
6 12 931
7 38 934
8 29 933
9 43 943
10 24 922
11 43 933
12 37 926
13 30 943
14 14 929
15 41 931
16 39 943
17 23 951
18 47 953
19 45 946
20 39 959
21 47 945
22 53 988
23 49 955
24 41 937
25 51 949
26 45 939
27 49 961
28 49 944
29 43 961
30 50 936
31 14 948
32 7 922
33 12 918
34 17 943
35 13 921
36 11 925
37 14 913
38 9 916
39 15 919
40 14 943
41 12 925
42 19 923
43 16 915
44 24 937
45 17 922
46 7 918
47 12 963
48 22 933
49 29 935
50 30 925
51 26 933
52 20 956
53 31 945
54 28 939
55 36 946
56 25 927
57 30 936
58 37 942
59 33 941
60 37 931
61 24 917
62 29 937
63 41 940
64 24 955
65 24 937
66 18 933
67 25 935
68 29 931
69 20 956
70 24 940
71 19 997
72 25 930
73 26 959
74 17 930
75 27 932
76 30 930
77 30 940
78 22 937
79 24 949
80 9 939
81 10 915
82 12 914
83 17 925
84 12 923
85 18 923
86 10 910
87 11 913
88 17 923
89 9 908
90 21 921
91 15 904
92 18 901
93 12 914
94 14 905
95 22 938
96 33 937
97 34 931
98 35 941
99 12 926
100 33 933
101 24 920
102 27 936
103 38 942
104 40 943
105 37 941
106 34 939
107 33 926
108 36 937
109 37 932
110 27 941
111 43 950
112 26 996
113 38 939
114 27 942
115 29 926
116 34 948
117 23 947
118 26 944
119 23 937
120 31 924
121 19 955
122 33 937
123 28 951
124 39 943
125 31 938
126 36 984
127 37 974
