Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 74.6 2.5 80.5 2.5 83.6 1.4 83.6 1.1 
1 83.0 2.4 80.4 2.3 84.1 1.2 77.2 1.3 
2 76.3 2.3 71.8 2.2 76.5 1.2 73.4 1.1 
3 70.8 2.4 75.7 2.4 90.4 1.4 85.8 1.3 
4 77.3 2.3 73.8 2.5 83.8 1.3 81.8 1.1 
5 79.2 2.3 70.3 2.2 86.7 1.2 79.4 1.3 
6 75.6 2.4 77.5 2.2 85.5 1.3 82.3 1.4 
7 77.9 2.4 76.5 2.3 80.0 1.2 83.1 1.2 
8 77.6 2.5 74.9 2.4 81.0 1.3 76.7 1.1 
9 72.4 2.4 76.0 2.3 79.2 1.4 81.1 1.4 
10 70.3 2.5 73.2 2.5 81.7 1.5 78.3 1.5 
11 80.3 2.4 75.4 2.4 87.5 1.2 81.1 1.2 
12 72.3 2.5 69.9 2.5 86.1 1.2 79.3 1.3 
13 74.7 2.3 77.6 2.5 81.0 1.2 82.9 1.1 
14 72.9 2.5 77.9 2.3 79.5 1.2 83.8 1.1 
15 78.7 2.4 74.3 2.6 85.0 1.3 81.5 1.3 
16 83.5 2.5 81.9 2.2 96.9 1.2 92.2 1.1 
17 85.2 2.4 86.9 2.3 93.1 1.2 88.3 1.1 
18 81.6 2.3 91.6 2.3 93.7 1.3 100.7 1.2 
19 81.4 2.4 87.4 2.3 96.1 1.2 99.3 1.1 
20 88.0 2.2 87.0 2.5 89.6 1.3 91.3 1.1 
21 84.8 2.5 79.3 2.5 94.6 1.4 91.6 1.5 
22 87.2 2.5 87.5 2.4 84.2 1.2 91.7 1.2 
23 82.7 2.4 84.7 2.3 88.4 1.1 90.9 1.2 
24 81.8 2.3 85.9 2.4 89.6 1.3 91.8 1.1 
25 90.3 2.4 85.7 2.3 87.7 1.1 91.3 1.2 
26 79.9 2.2 85.5 2.1 90.5 1.3 88.5 1.1 
27 84.7 2.3 78.5 2.4 95.9 1.2 91.3 1.4 
28 87.9 2.4 87.5 2.5 97.4 1.3 89.6 1.4 
29 83.2 2.4 85.2 2.4 91.8 1.5 95.1 1.2 
30 78.2 2.2 78.5 2.5 88.4 1.2 93.4 1.3 
31 84.5 2.5 85.8 2.3 94.5 1.3 93.2 1.1 
32 84.1 2.8 81.0 3.0 90.7 1.4 86.1 1.3 
33 72.9 2.7 73.3 2.7 82.2 1.3 84.6 1.5 
34 79.7 2.8 82.8 2.6 84.2 1.2 86.7 1.1 
35 76.9 2.5 82.6 2.4 85.8 1.2 87.7 1.0 
36 76.0 3.0 76.3 2.8 88.8 1.2 83.0 1.4 
37 79.9 2.4 85.2 2.2 89.8 1.3 87.8 1.4 
38 82.1 2.4 78.8 2.5 88.1 1.3 90.3 1.1 
39 80.5 2.2 81.7 2.4 85.2 1.1 87.1 1.1 
40 77.4 2.3 82.4 2.5 92.9 1.4 89.7 1.1 
41 77.0 2.7 77.5 2.5 84.6 1.1 86.9 1.1 
42 74.8 2.8 75.9 2.5 85.0 1.2 88.0 1.2 
43 80.3 2.6 78.7 2.4 83.7 1.2 90.7 1.3 
44 81.1 2.8 85.4 2.8 89.8 1.4 89.6 1.4 
45 84.1 2.3 83.3 2.4 92.4 1.0 94.7 1.0 
46 68.5 2.4 75.1 2.6 87.8 1.1 85.2 1.1 
47 80.9 2.3 82.6 2.2 88.2 1.1 92.0 1.1 
48 88.3 2.0 84.3 2.2 88.7 1.2 95.9 1.1 
49 86.9 2.0 86.0 2.2 93.6 1.2 96.4 1.5 
50 88.2 1.9 87.5 2.2 94.3 1.2 91.9 1.1 
51 95.7 2.3 97.4 2.2 94.8 1.2 94.9 1.1 
52 88.2 2.0 89.3 2.2 97.3 1.2 99.0 1.1 
53 85.2 2.2 95.2 2.2 93.7 1.4 95.4 1.0 
54 94.1 2.3 90.1 2.1 97.3 1.1 100.2 1.1 
55 87.4 2.4 87.0 2.0 95.6 1.2 91.7 1.4 
56 91.4 2.0 89.1 2.1 99.6 1.1 88.0 1.2 
57 95.3 2.0 92.2 2.2 92.5 1.1 95.8 1.0 
58 86.6 2.1 88.4 2.2 94.6 1.3 96.1 1.0 
59 85.9 2.2 83.6 2.4 92.5 1.2 89.5 1.1 
60 93.8 2.2 89.9 2.1 88.6 1.1 92.9 1.4 
61 86.0 2.2 85.3 2.2 98.4 1.3 87.3 1.1 
62 89.8 2.2 86.0 2.3 98.3 1.3 93.5 1.2 
63 90.1 2.3 85.5 2.4 96.3 1.1 98.4 1.1 
64 70.2 2.0 73.1 2.2 74.3 1.2 75.5 1.0 
65 79.4 2.0 70.1 2.1 76.9 1.2 77.0 1.1 
66 72.6 2.0 75.2 2.1 74.6 1.2 72.8 1.1 
67 63.5 2.0 71.1 2.1 79.9 1.2 77.6 1.1 
68 73.0 2.1 80.2 2.0 72.5 1.2 75.0 1.1 
69 78.2 2.0 75.4 2.2 78.3 1.4 82.9 1.2 
70 76.1 1.9 73.5 2.0 75.7 1.2 71.4 1.5 
71 76.3 2.1 81.5 2.0 79.2 1.2 73.3 1.1 
72 68.8 2.0 72.2 2.0 74.2 1.3 73.2 1.1 
73 71.4 2.1 70.7 2.0 79.1 1.4 81.9 1.3 
74 77.5 2.0 71.3 2.1 78.5 1.2 76.6 1.2 
75 69.4 2.3 76.0 2.0 76.7 1.1 78.6 1.1 
76 73.6 2.0 72.7 2.0 70.3 1.4 72.3 1.1 
77 70.6 2.1 71.2 2.0 69.0 1.2 70.9 1.1 
78 72.9 2.0 70.3 2.2 77.8 1.2 79.5 1.0 
79 79.8 2.0 82.0 2.3 77.2 1.2 80.7 1.4 
80 85.7 3.9 78.1 4.0 84.2 1.3 88.7 1.1 
81 88.7 2.6 83.6 2.5 82.0 1.3 84.2 1.1 
82 79.8 3.0 82.6 2.9 86.1 1.1 88.0 1.1 
83 81.4 2.2 80.9 2.1 87.2 1.1 83.8 1.6 
84 79.3 2.6 81.5 2.7 85.5 1.4 84.6 1.5 
85 77.8 2.1 82.3 2.2 83.4 1.2 81.5 1.2 
86 81.0 2.4 82.6 2.4 88.6 1.3 85.2 1.1 
87 82.4 2.1 80.5 2.0 81.4 1.2 83.2 1.1 
88 77.8 2.3 78.8 2.2 82.2 1.4 87.6 1.0 
89 75.6 2.4 79.5 2.1 83.9 1.1 81.8 1.1 
90 84.0 2.1 79.6 2.1 88.4 1.1 85.4 1.2 
91 80.7 2.3 76.3 2.3 80.1 1.1 83.0 1.1 
92 80.9 2.1 84.1 2.2 88.1 1.0 82.9 1.4 
93 78.0 2.4 74.5 2.1 84.7 1.2 82.9 1.5 
94 72.2 2.2 74.6 2.2 86.1 1.2 82.2 1.3 
95 76.1 2.4 72.8 2.2 79.9 1.2 83.8 1.2 
96 78.0 1.9 75.9 2.0 74.8 1.2 72.7 1.1 
97 71.4 2.2 74.0 2.0 74.5 1.3 76.5 1.1 
98 76.5 2.0 76.0 1.9 76.6 1.2 76.1 1.1 
99 69.6 2.2 74.4 2.0 77.1 1.2 78.8 1.1 
100 78.5 2.1 75.5 2.0 70.2 1.2 71.7 1.0 
101 69.0 2.1 74.0 2.1 76.0 1.1 79.8 1.1 
102 70.3 2.0 73.1 2.0 74.4 1.3 77.5 1.5 
103 73.5 1.9 76.6 2.1 77.0 1.2 73.6 1.1 
104 73.5 2.0 76.2 1.9 76.9 1.3 73.5 1.1 
105 70.3 2.0 72.6 2.1 77.3 1.3 73.5 1.1 
106 69.8 2.1 64.4 1.9 80.9 1.2 74.2 1.3 
107 72.3 2.0 73.7 2.2 75.9 1.2 73.8 1.1 
108 71.5 2.1 71.2 1.9 73.2 1.2 76.2 1.2 
109 70.5 2.0 67.2 2.0 75.3 1.1 73.7 1.1 
110 71.9 2.0 68.6 1.9 68.6 1.1 70.5 1.2 
111 71.6 2.1 69.2 2.0 70.2 1.1 71.9 1.1 
112 80.0 2.1 83.2 2.0 87.9 1.1 84.3 1.1 
113 79.5 2.1 78.5 2.2 82.4 1.2 80.1 1.0 
114 78.1 2.2 77.2 2.0 90.3 1.3 88.2 0.9 
115 82.0 2.0 73.7 2.1 81.8 1.1 80.2 1.0 
116 74.4 2.1 75.5 2.0 85.8 1.1 88.0 0.9 
117 76.1 2.1 81.3 2.1 84.5 1.1 84.5 1.0 
118 82.0 2.1 78.8 2.2 84.1 1.1 81.9 1.0 
119 75.6 2.2 78.7 2.1 83.9 1.4 85.5 1.4 
120 76.7 2.2 78.9 2.0 74.5 1.2 76.3 1.0 
121 81.7 2.0 79.1 2.1 85.6 1.1 88.1 1.0 
122 76.7 2.0 81.3 2.1 84.7 1.2 76.3 1.1 
123 77.3 2.2 79.2 2.0 82.4 1.2 80.7 1.0 
124 77.8 2.0 79.3 1.9 83.6 1.1 81.4 1.1 
125 82.7 2.0 85.7 1.9 84.6 1.2 94.0 1.3 
126 78.9 2.0 76.9 2.0 81.9 1.2 76.9 1.0 
127 76.2 1.9 79.3 2.2 83.0 1.2 83.3 1.1 
