Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  125.3  2.8  -10.8  2.6  49.9  125.4  3.1  6.3  2.7  57.5  6134  13.6495  6147  12.7905 
 1  125.1  2.2  -2.4  1.9  26.3  146.6  5.0  -10.2  3.2  31.3  2987  13.0186  3001  13.93 
 2  118.7  2.3  3.7  1.9  30.8  117.2  2.5  -0.6  2.1  33.3  425  13.1465  440  14.7437 
 3  130.1  2.9  -4.1  2.6  53.5  126.1  1.9  -2.0  1.7  21.9  4044  13.6645  4057  13.2176 
 4  124.4  1.6  3.2  1.7  25.1  126.6  1.5  -4.2  1.7  21.6  6201  12.8202  6195  12.7313 
 5  126.7  2.0  0.9  1.4  16.1  123.5  1.6  -3.4  1.1  8.5  6143  12.8294  6159  12.585 
 6  119.5  1.5  1.2  1.2  11.2  125.2  1.3  -2.6  1.0  7.2  0 0 0 0
 7  127.3  2.6  -3.3  3.2  82.3  115.8  1.4  2.2  1.5  9.7  258  12.7601  244  13.2038 
 8  128.9  2.2  -4.8  1.5  16.6  125.4  1.1  -3.4  0.8  4.1  0 0 0 0
 9  124.2  1.8  -6.7  1.5  16.5  123.9  1.9  0.5  1.6  19.2  4350  13.8672  4356  13.4822 
 10  121.0  2.0  4.1  2.2  36.1  123.7  1.4  -4.8  1.5  18.2  6245  12.9503  6236  12.9507 
 11  115.1  2.8  3.9  2.2  38.5  121.8  2.9  0.6  2.2  36.7  0 0 0 0
 12  123.2  4.2  2.3  2.8  55.4  119.8  2.6  -5.0  1.7  20.8  0 0 0 0
 13  117.7  2.5  2.2  1.6  19.4  124.4  1.6  -3.3  1.0  7.0  6151  13.3545  6158  13.0585 
