Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 78.4 2.4 81.6 2.4 87.5 1.2 87.8 0.9 
1 72.6 2.1 74.6 2.3 86.5 1.2 85.1 1.0 
2 76.5 2.3 79.6 2.2 84.5 1.2 81.6 1.1 
3 80.0 2.3 75.3 2.3 84.0 1.1 82.2 1.1 
4 74.8 2.3 76.1 2.3 80.7 1.2 88.0 1.2 
5 81.2 2.0 75.0 2.0 84.3 1.1 82.3 1.1 
6 84.2 2.0 82.8 2.4 86.2 1.1 87.8 0.9 
7 78.9 2.4 80.6 2.2 85.6 1.1 87.6 0.9 
8 83.1 2.3 78.2 2.4 84.6 1.1 87.2 1.0 
9 69.5 2.4 68.7 2.1 82.1 1.2 83.9 1.2 
10 76.2 2.3 82.8 2.3 86.4 1.1 84.3 1.1 
11 76.0 2.4 79.4 2.2 86.4 1.1 90.0 1.3 
12 82.4 2.2 76.8 2.2 87.0 1.1 83.5 1.5 
13 79.4 2.1 76.3 2.3 86.1 1.1 84.6 1.3 
14 81.3 2.1 75.7 2.2 86.1 1.2 82.7 1.5 
15 75.4 2.3 76.9 2.2 81.4 1.2 83.2 1.1 
16 64.2 2.0 62.7 1.9 68.8 1.1 71.6 1.0 
17 64.1 2.1 59.4 2.0 70.3 1.2 68.5 1.0 
18 65.8 1.9 66.4 2.0 70.6 1.2 69.8 1.0 
19 67.9 2.1 63.2 2.1 68.8 1.1 71.6 1.0 
20 59.5 2.0 67.6 2.0 65.4 1.2 67.4 1.1 
21 63.3 2.0 62.4 2.2 66.2 1.1 68.2 1.4 
22 65.3 1.9 67.0 1.9 68.9 1.1 71.0 1.1 
23 60.1 1.9 62.5 1.9 64.0 1.1 67.0 1.1 
24 63.8 2.0 67.6 1.9 71.5 1.1 67.2 1.3 
25 61.6 2.0 61.5 2.1 68.6 1.3 68.9 1.5 
26 55.3 1.9 54.0 2.1 68.8 1.1 71.3 1.1 
27 64.0 1.9 60.4 1.9 74.3 1.2 76.4 1.2 
28 67.2 1.9 63.6 2.1 65.6 1.2 67.4 1.0 
29 61.0 2.0 56.3 2.0 74.0 1.3 69.7 1.3 
30 60.5 1.9 54.5 2.1 70.9 1.2 71.0 1.1 
31 54.0 1.9 55.8 1.9 71.1 1.2 68.2 1.1 
32 77.7 3.0 75.1 2.9 84.9 1.4 83.8 1.5 
33 76.5 2.5 72.8 2.7 76.7 1.1 78.5 1.1 
34 77.8 2.7 79.1 2.5 87.3 1.1 81.1 1.2 
35 79.6 2.2 75.5 2.3 82.3 1.2 80.3 1.0 
