Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  122.3  5.6  -3.9  5.2  194.8  133.7  4.3  -9.4  3.8  110.3  6075  13.6949  6081  13.2484 
 1  125.2  4.8  -10.4  4.1  122.7  123.4  7.1  -3.2  4.7  65.2  3030  13.2817  3080  13.8025 
 2  117.7  5.0  0.9  4.1  144.0  125.7  5.2  -7.8  4.5  145.7  508  13.257  517  14.2208 
 3  131.1  3.5  -6.1  3.1  76.8  131.5  4.4  -7.9  4.0  123.6  3981  14.275  4032  13.5955 
 4  121.9  5.3  -6.2  5.6  259.7  124.1  3.8  -8.5  4.1  128.9  5889  12.8796  5937  12.7854 
 5  123.4  2.7  -1.2  1.9  28.1  127.4  4.2  -8.1  3.1  63.6  6064  13.4874  6038  13.301 
 6  127.5  2.7  -2.2  2.2  38.7  133.8  3.9  -8.3  3.1  67.1  0 0 0 0
 7  128.7  4.8  -13.8  5.9  280.6  120.7  6.7  -9.0  6.9  214.8  217  13.4151  211  13.3419 
 8  128.3  4.9  -5.8  3.3  81.1  133.5  3.9  -9.0  2.7  51.9  0 0 0 0
 9  124.1  3.9  -9.2  3.2  74.0  123.3  4.3  -1.3  3.5  94.7  4463  13.353  4607  14.0862 
 10  124.9  3.9  -5.8  4.2  138.2  125.1  4.7  -4.5  4.9  188.3  6190  13.3147  6178  13.2696 
 11  114.6  5.5  0.2  4.3  144.7  121.8  7.9  -4.3  5.9  263.6  0 0 0 0
 12  129.1  6.6  -6.7  4.3  136.0  126.4  6.4  -2.1  4.2  125.6  0 0 0 0
 13  122.6  2.4  -0.6  1.5  16.9  125.7  5.1  -4.4  3.3  71.7  6097  13.6598  6099  13.8888 
 14  126.0  5.0  -10.0  4.1  120.4  124.2  5.9  -1.7  4.7  157.1  0 0 0 0
 15  129.3  4.5  -8.9  4.2  133.0  122.3  3.1  -4.7  2.9  64.7  798  15.2332  755  14.0456 
 16  125.8  7.5  4.8  9.0  691.3  123.3  2.2  -2.6  2.8  61.0  4778  13.7329  4759  13.1191 
 17  130.2  4.0  -5.4  5.0  181.8  123.6  3.6  7.7  4.3  144.6  1114  13.1998  1126  13.8606 
 18  118.0  3.7  1.1  3.9  118.4  120.9  2.8  5.7  2.9  65.8  408  13.7176  394  13.9408 
 19  123.3  1.7  6.1  1.6  19.2  120.8  1.1  4.5  1.0  7.6  0 0 0 0
 20  125.5  5.8  4.0  4.6  167.9  120.0  3.9  0.0  3.2  74.4  508  14.1798  507  13.7299 
 21  117.6  2.8  1.1  3.1  78.6  125.6  1.2  9.3  1.2  12.3  4356  14.3867  4380  13.5322 
 22  118.3  3.3  5.6  3.0  73.1  124.7  1.2  3.7  1.1  9.0  261  12.4663  300  14.5382 
 23  130.0  3.3  -1.6  2.3  41.5  124.7  2.3  0.1  1.6  18.7  0 0 0 0
 24  122.0  2.7  1.1  3.4  90.4  126.0  3.4  1.0  4.2  131.1  6138  13.5269  6131  13.4227 
 25  123.7  1.7  2.6  2.3  44.0  115.1  4.5  11.5  6.2  307.8  5789  13.4733  5824  13.7776 
 26  122.1  2.8  2.2  2.8  58.4  121.4  2.1  4.2  2.1  33.0  304  12.3324  310  13.2166 
 27  128.9  3.5  0.2  3.0  64.1  126.5  4.1  -6.9  3.5  88.0  6090  14.091  6099  14.3204 
 28  128.3  4.5  -2.9  5.4  230.0  124.0  2.8  2.5  3.3  87.3  1417  13.2484  1444  13.4281 
 29  121.1  5.5  2.5  3.8  109.0  120.8  4.4  6.3  3.0  64.1  0 0 0 0
 30  126.7  4.0  -6.1  2.9  58.9  118.8  3.7  2.0  2.6  43.4  0 0 0 0
 31  121.1  4.6  1.7  4.3  144.2  120.3  7.1  1.4  7.0  357.1  4827  13.8564  4796  13.8342 
 32  128.4  2.1  0.8  1.8  25.9  125.6  1.2  -1.0  1.1  8.6  0 0 0 0
 33  126.6  1.6  2.0  2.1  35.4  128.3  1.3  -3.0  1.7  24.6  0 0 0 0
 34  119.9  4.7  10.3  7.2  430.7  130.2  2.1  0.9  3.0  73.4  263  15.3639  284  12.9566 
