Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 65.0 2.3 72.9 2.3 77.0 1.1 73.8 1.1 
1 68.8 2.3 72.8 2.3 72.2 1.2 69.8 1.1 
2 67.2 2.1 67.9 2.1 78.2 1.3 71.8 1.3 
3 73.5 2.2 71.1 2.2 74.2 1.2 78.1 1.5 
4 64.3 2.1 67.6 2.4 77.4 1.3 75.0 1.1 
5 67.7 2.0 65.2 2.0 73.6 1.1 78.4 1.4 
6 70.8 2.1 68.3 2.1 74.8 1.2 77.3 1.5 
7 67.8 2.1 65.4 2.3 75.8 1.2 73.3 1.1 
8 72.0 2.3 71.4 2.1 74.8 1.2 77.3 1.2 
9 71.8 2.1 66.3 2.2 73.0 1.1 68.3 1.3 
10 61.5 2.2 63.4 2.4 72.9 1.4 75.9 1.1 
11 71.1 2.1 67.0 2.4 73.1 1.1 73.1 1.5 
12 71.7 2.2 76.5 2.3 76.3 1.1 74.4 1.1 
13 66.6 2.0 66.8 2.3 79.2 1.2 77.0 1.5 
14 65.4 2.1 57.3 2.2 70.5 1.4 65.8 1.1 
15 64.5 2.3 61.5 2.2 71.3 1.2 78.2 1.2 
16 88.4 2.4 92.7 2.3 93.7 1.2 97.5 1.4 
17 84.2 2.4 84.3 2.4 99.9 1.2 94.8 1.3 
18 82.5 2.3 92.5 2.4 96.9 1.1 94.9 1.1 
19 82.2 2.3 88.0 2.5 91.7 1.2 90.0 1.2 
20 84.3 2.2 82.2 2.4 94.4 1.2 97.9 1.5 
21 84.1 2.4 85.5 2.4 88.8 1.1 91.0 1.1 
22 86.9 2.3 89.6 2.5 94.8 1.4 89.3 1.1 
23 82.3 2.3 84.2 2.3 95.0 1.2 93.3 1.1 
24 91.8 2.2 90.6 2.3 95.2 1.3 93.6 1.0 
25 88.2 2.2 91.8 2.3 96.9 1.1 90.6 1.4 
26 88.7 2.4 83.5 2.5 96.9 1.4 100.3 1.1 
27 95.3 2.5 84.0 2.3 96.0 1.3 91.2 1.3 
