Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  123.8  1.9  -1.6  1.8  22.9  124.8  2.4  2.4  2.1  32.8  6052  15.374  6045  14.4473 
 1  118.6  5.4  1.2  4.6  151.7  125.8  1.7  -0.9  1.1  3.6  3929  14.1725  3939  13.5653 
 2  119.0  3.0  1.6  2.4  50.1  119.4  1.9  -1.8  1.6  18.9  789  12.9549  827  14.465 
 3  126.2  2.2  -0.8  2.0  30.4  124.4  2.2  -2.1  2.0  31.1  4625  13.745  4581  13.8622 
 4  120.5  2.2  3.1  2.4  45.8  124.4  1.2  -1.4  1.2  12.2  6060  13.8115  6064  13.5715 
 5  123.2  2.5  0.2  1.7  24.2  118.6  2.4  -1.6  1.7  20.3  6056  13.9647  6066  13.7614 
 6  121.0  1.6  3.2  1.3  13.7  126.0  1.2  -1.6  0.9  6.4  0 0 0 0
 7  116.1  1.8  4.0  2.2  37.0  121.4  3.4  -0.1  3.5  57.1  421  13.2739  387  13.1131 
 8  132.4  3.6  -1.1  2.4  43.4  133.1  1.9  -5.4  1.3  12.5  0 0 0 0
 9  129.3  1.5  -7.9  1.2  10.7  122.6  1.8  1.3  1.5  16.5  5169  14.5702  5106  14.0838 
 10  123.1  2.7  -1.9  2.9  66.9  127.0  1.8  -2.6  1.9  28.5  6142  14.1261  6116  14.5418 
 11  117.2  2.0  1.8  1.6  19.9  124.7  1.5  1.2  1.2  10.1  0 0 0 0
 12  128.3  4.4  -2.8  2.9  59.5  128.3  2.7  -3.2  1.8  22.5  0 0 0 0
 13  120.8  2.5  0.9  1.6  18.7  123.1  2.2  0.0  1.4  13.7  6048  14.8217  6050  14.77 
 14  124.1  3.4  -6.4  2.8  54.5  123.8  2.9  -0.3  2.3  38.3  0 0 0 0
 15  121.0  2.5  -4.1  2.3  39.3  118.6  2.1  3.1  2.0  30.4  1344  14.537  1348  14.4465 
 16  122.0  3.3  4.4  3.9  131.9  111.1  3.2  2.0  4.2  135.6  5074  14.0486  5040  13.4935 
 17  118.8  2.5  -2.2  3.1  71.9  123.3  5.4  2.5  6.5  329.8  1474  12.3651  1452  12.6991 
 18  122.2  2.5  -0.8  2.6  52.6  122.1  3.6  -0.4  3.7  107.3  665  12.3424  651  12.3335 
 19  121.0  2.2  1.1  2.1  32.4  119.8  1.1  4.8  1.0  7.3  0 0 0 0
 20  128.7  2.4  -2.6  1.9  28.1  115.4  2.7  1.7  2.2  34.2  954  12.3503  960  12.8437 
 21  119.0  2.4  -1.8  2.7  56.6  122.4  1.7  9.0  1.6  23.0  4653  13.8378  4613  13.4818 
 22  114.3  3.0  5.0  2.7  59.3  118.3  0.8  2.3  0.7  4.1  372  11.7086  353  13.1262 
 23  123.1  2.8  0.3  2.0  31.1  123.5  2.7  -1.0  1.9  25.6  0 0 0 0
 24  122.5  3.2  -2.1  4.2  132.4  125.6  4.5  -1.1  5.6  231.8  6069  14.2115  6074  14.0326 
 25  117.8  2.7  3.1  3.7  112.0  117.3  0.8  3.3  1.0  8.7  5923  14.1415  5930  14.6433 
 26  123.4  2.5  -3.0  2.5  48.8  123.4  1.7  1.0  1.6  20.6  406  12.0061  411  12.4541 
 27  125.0  2.8  -1.4  2.4  41.8  124.9  4.4  -1.5  3.8  101.1  6072  14.5315  6054  14.6388 
 28  119.6  3.0  2.2  3.6  101.9  120.9  2.6  -1.1  3.1  75.9  1813  12.9883  1827  12.4045 
 29  121.5  2.9  1.8  2.0  30.1  125.2  2.5  2.4  1.7  20.5  0 0 0 0
 30  118.8  3.3  -1.3  2.4  41.6  110.6  5.6  3.7  3.9  97.5  0 0 0 0
 31  124.3  1.7  2.1  1.6  19.3  113.3  3.8  1.6  3.7  102.7  5209  14.1264  5223  14.8812 
 32  122.4  1.3  1.2  1.1  7.4  119.5  1.3  -0.9  1.1  7.3  0 0 0 0
 33  115.4  2.5  5.9  3.2  69.4  115.3  0.9  4.3  1.2  9.1  0 0 0 0
 34  118.6  3.4  7.0  5.1  172.6  114.8  2.4  7.0  3.6  79.3  570  13.4824  559  11.2879 
 35  124.2  3.3  -2.1  3.1  57.2  121.6  3.8  2.6  3.6  56.3  0 0 0 0
 36  117.2  2.5  2.2  3.5  41.7  127.5  3.7  -2.6  6.8  304.5  1571  12.2439  1627  11.5499 
 37  126.4  0.8  -2.3  1.4  13.0  128.0  4.4  -12.7  7.8  384.4  6028  14.5245  6006  14.2824 
 38  113.2  3.2  3.8  4.8  144.3  117.4  2.4  2.6  3.6  80.9  1435  12.4384  1414  13.5202 
 39  120.8  2.1  2.7  2.4  35.6  119.3  2.1  -6.6  2.5  34.2  936  12.3728  927  12.4385 
 40  120.0  0.5  -0.3  0.7  3.0  120.5  0.6  -1.6  0.8  3.7  0 0 0 0
 41  128.7  1.7  -8.3  1.3  10.0  132.1  6.1  -1.1  4.6  122.2  0 0 0 0
 42  125.2  1.5  1.4  2.0  26.8  122.8  1.6  1.8  2.1  29.6  0 0 0 0
 43  120.6  1.5  1.7  1.9  23.7  120.1  0.5  -1.0  0.7  2.8  0 0 0 0
 44  122.2  1.6  -0.5  1.6  16.7  111.3  2.3  5.0  2.4  37.6  0 0 0 0
 45  129.3  2.1  0.3  2.8  49.2  123.5  3.1  0.2  4.2  113.3  5986  14.8789  5979  14.9023 
 46  118.0  2.5  3.4  3.2  63.5  119.6  3.0  3.6  3.7  89.6  5436  15.093  5367  14.2145 
 47  122.2  2.5  5.3  3.3  69.6  128.3  5.8  -8.9  7.8  339.8  774  13.8255  787  12.4504 
 48  122.0  0.6  1.2  1.0  8.2  118.8  1.3  5.9  2.2  40.2  6023  14.4018  6022  14.5191 
 49  121.6  1.7  3.6  2.3  45.9  119.5  0.9  1.4  1.3  13.2  3352  12.648  3349  13.9349 
 50  111.6  3.0  13.3  4.2  164.5  113.3  1.2  4.5  1.7  26.1  3036  14.0938  2955  13.524 
 51  124.8  1.7  -1.3  2.6  57.4  122.1  0.9  -3.6  1.4  16.5  2810  12.7965  2839  12.7465 
 52  118.6  1.6  1.1  2.2  37.6  115.2  1.1  6.2  1.4  16.3  5378  14.2946  5351  13.5515 
 53  116.4  1.6  7.5  2.2  42.2  117.8  1.8  2.7  2.5  51.2  560  13.8456  599  13.1629 
 54  116.6  0.8  1.3  0.9  5.8  117.7  1.4  1.2  1.6  19.3  6061  13.6002  6040  14.1598 
 55  120.0  1.6  2.7  2.1  36.0  116.0  1.2  4.1  1.6  21.3  340  12.6927  339  14.6085 
 56  110.2  3.8  10.6  6.1  324.9  120.7  1.6  -0.4  2.6  54.3  1148  13.0003  1172  13.8634 
 57  113.7  1.3  5.4  1.6  19.9  118.2  1.7  1.5  1.3  3.9  6039  14.1409  6049  14.4161 
 58  115.4  1.6  2.6  2.8  64.6  124.8  2.6  -2.7  4.4  159.5  6174  13.1804  6184  13.1877 
 59  122.7  0.6  2.6  0.9  6.8  119.9  1.5  -0.9  2.1  35.9  5633  14.1799  5653  14.1988 
 60  125.9  4.5  -4.1  7.6  486.3  110.7  2.6  6.0  4.6  175.8  6056  13.5755  6058  14.0451 
 61  118.0  1.4  -0.1  1.9  30.8  116.0  1.3  4.5  1.8  25.7  0 0 0 0
 62  117.0  1.6  2.4  2.2  37.8  119.4  1.6  0.8  2.1  35.7  778  13.0455  808  12.49 
 63  121.5  0.4  -1.4  0.4  1.4  120.5  2.1  1.1  2.4  44.7  683  13.8571  650  13.9169 
 64  116.0  1.2  2.0  0.8  5.9  121.5  3.0  1.2  1.7  12.8  0 0 0 0
 65  122.9  2.6  -2.2  2.0  32.6  114.8  2.9  3.4  2.3  41.7  2889  12.859  2941  13.3786 
 66  120.0  1.1  -1.4  0.7  4.0  116.4  1.8  4.3  1.1  11.4  0 0 0 0
 67  116.4  2.6  -2.0  2.0  31.7  115.7  2.8  4.2  2.1  31.9  0 0 0 0
 68  121.5  1.6  -0.5  1.2  10.8  115.8  2.6  2.2  1.9  28.9  5825  14.2441  5841  13.604 
 69  120.0  4.0  2.5  2.4  45.5  115.3  2.1  3.4  1.3  12.8  0 0 0 0
