Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 760
1 771
2 764
3 762
4 753
5 750
6 770
7 770
8 765
9 767
10 753
11 733
12 761
13 756
14 765
15 763
16 870
17 716
18 711
19 723
20 716
21 714
22 723
23 712
24 711
25 716
26 724
27 720
28 716
29 723
30 711
31 715
32 760
33 768
34 759
35 761
36 769
37 759
38 766
39 769
40 765
41 775
42 760
43 767
44 767
45 767
46 757
47 760
48 978
49 732
50 735
51 724
52 737
53 820
54 733
55 739
56 723
57 731
58 743
59 727
60 733
61 735
62 727
63 726
64 787
65 790
66 793
67 783
68 787
69 770
70 787
71 788
72 788
73 780
74 776
75 783
76 783
77 779
78 780
79 785
80 771
81 766
82 776
83 769
84 761
85 759
86 761
87 770
88 921
89 766
90 768
91 763
92 767
93 756
94 764
95 772
96 759
97 753
98 747
99 773
100 759
101 739
102 719
103 759
104 769
105 746
106 754
107 757
108 754
109 736
110 761
111 761
112 964
113 745
114 758
115 746
116 739
117 803
118 993
119 747
120 758
121 747
122 733
123 753
124 752
125 743
126 761
127 748
