Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 11 926
1 23 947
2 19 929
3 13 943
4 19 935
5 16 929
6 25 938
7 17 918
8 9 926
9 29 947
10 20 921
11 21 917
12 13 955
13 34 938
14 24 936
15 22 925
16 6 887
17 6 905
18 6 984
19 6 969
20 7 894
21 6 914
22 6 915
23 9 972
24 13 917
25 8 989
26 6 909
27 9 916
28 14 920
29 8 922
30 5 891
31 7 915
32 14 939
33 7 922
34 11 938
35 6 910
36 6 923
37 6 903
38 13 934
39 13 920
40 8 921
41 17 924
42 8 916
43 10 920
44 11 924
45 23 927
46 9 917
47 14 928
48 35 950
49 25 969
50 23 934
51 28 944
52 31 942
53 27 935
54 25 928
55 33 999
56 27 942
57 26 931
58 24 955
59 21 928
60 30 933
61 18 928
62 20 932
63 22 984
64 18 908
65 25 916
66 26 922
67 26 918
68 28 920
69 36 934
70 35 927
71 33 939
72 26 940
73 31 933
74 39 948
75 34 936
76 27 945
77 30 932
78 32 915
79 37 972
80 6 999
81 6 867
82 6 957
83 6 889
84 6 989
85 6 877
86 6 985
87 6 999
88 6 878
89 6 894
90 6 895
91 7 971
92 6 993
93 6 924
94 7 897
95 6 995
96 7 924
97 7 889
98 6 897
99 6 896
100 7 892
101 9 916
102 6 902
103 6 936
104 7 898
105 6 884
106 6 936
107 8 903
108 8 905
109 7 885
110 8 903
111 8 901
112 16 992
113 26 962
114 29 931
115 7 951
116 30 938
117 28 936
118 35 951
119 30 937
120 26 935
121 14 937
122 25 990
123 25 971
124 25 956
125 26 922
126 29 930
127 38 950
