Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 66.6 2.2 71.7 2.1 73.6 1.2 75.2 1.1 
1 73.7 2.2 74.2 2.2 77.0 1.1 79.9 1.1 
2 68.9 2.0 73.2 2.2 72.9 1.1 72.1 1.5 
3 66.2 2.2 70.8 2.2 76.6 1.1 80.5 1.2 
4 68.9 2.0 71.8 2.3 81.0 1.4 76.7 1.1 
5 67.8 2.1 72.7 2.0 78.4 1.2 77.8 1.1 
6 72.5 2.2 66.3 2.3 79.1 1.2 76.9 1.1 
7 72.5 2.1 72.5 2.2 77.5 1.2 81.4 1.4 
8 69.2 2.1 69.6 2.2 77.5 1.2 79.7 1.0 
9 68.8 2.3 70.9 2.1 75.4 1.1 73.4 1.1 
10 63.4 2.2 68.6 2.2 75.8 1.1 81.8 1.3 
11 70.6 2.1 73.8 2.4 72.0 1.1 69.9 1.1 
12 71.6 2.0 70.6 2.2 77.4 1.4 73.7 1.1 
13 68.2 2.2 65.7 2.1 79.6 1.2 75.2 1.3 
14 66.1 2.2 70.0 2.1 78.7 1.2 74.6 1.4 
15 70.3 2.2 65.6 2.2 76.7 1.2 71.9 1.2 
16 78.7 2.5 78.7 2.2 76.7 1.1 81.0 1.4 
17 80.2 2.3 79.9 2.3 87.0 1.2 77.3 1.3 
18 76.6 2.5 79.9 2.3 79.3 1.4 82.5 1.4 
19 71.8 2.5 69.4 2.4 81.8 1.3 86.5 1.3 
20 75.9 2.4 77.2 2.2 82.7 1.3 80.6 1.1 
21 78.8 2.3 79.3 2.4 88.1 1.1 83.1 1.5 
22 74.4 2.3 78.5 2.3 88.0 1.4 85.3 1.0 
23 71.3 2.6 70.1 2.4 79.5 1.2 79.9 1.1 
24 71.9 2.4 77.2 2.3 87.1 1.1 84.8 1.0 
25 74.0 2.5 70.5 2.4 80.2 1.1 85.3 1.4 
26 76.5 2.3 71.3 2.2 72.8 1.3 79.1 1.2 
27 73.3 2.4 77.2 2.4 80.9 1.2 83.1 1.1 
28 77.5 2.4 72.6 2.3 82.5 1.4 84.1 1.0 
29 73.7 2.6 77.5 2.6 78.2 1.4 79.8 1.1 
30 71.9 2.6 72.8 2.4 83.3 1.2 81.6 1.2 
31 74.6 2.5 75.5 2.5 83.3 1.2 79.7 1.5 
32 73.5 2.9 77.3 3.0 79.3 1.4 85.1 1.1 
33 76.5 2.7 79.8 2.7 84.2 1.1 81.7 1.2 
34 79.8 2.6 84.7 2.8 85.0 1.2 81.0 1.1 
35 79.9 2.6 75.3 2.5 83.6 1.2 81.8 1.1 
36 84.8 2.8 78.1 3.0 81.9 1.3 83.7 1.1 
37 79.1 2.3 79.9 2.7 85.7 1.2 85.5 1.1 
38 82.7 2.6 77.8 2.8 84.4 1.1 86.6 1.1 
39 87.0 2.3 78.9 2.4 79.4 1.2 86.2 1.2 
40 81.8 2.5 75.2 2.6 83.2 1.3 83.2 1.2 
41 74.1 2.7 71.8 2.8 75.2 1.4 80.5 1.1 
42 78.7 2.8 75.7 2.9 87.3 1.2 84.5 1.1 
43 76.9 2.5 79.3 2.6 81.0 1.2 85.8 1.5 
44 76.4 2.9 82.1 2.7 86.5 1.2 86.8 1.1 
45 77.7 2.4 76.8 2.4 83.2 1.2 81.4 1.1 
46 81.6 2.4 84.5 2.4 84.4 1.2 90.4 1.3 
47 80.5 2.4 82.5 2.6 84.2 1.2 81.5 1.1 
48 68.9 2.2 71.8 2.1 78.8 1.2 75.4 1.6 
49 76.6 2.3 82.3 2.3 77.7 1.2 79.1 1.1 
50 74.8 2.3 69.2 2.2 73.8 1.3 76.6 1.3 
51 77.8 2.1 67.6 2.4 76.4 1.1 81.3 1.3 
52 76.8 2.2 73.7 2.4 76.4 1.2 75.9 1.1 
53 71.3 2.5 74.6 2.3 77.9 1.3 79.5 1.0 
54 70.3 2.1 67.8 2.4 82.3 1.2 80.1 1.3 
55 67.9 2.3 72.3 2.3 77.4 1.3 79.6 1.1 
56 73.7 2.3 71.9 2.3 75.2 1.2 73.5 1.1 
57 75.9 2.4 73.7 2.3 84.1 1.1 80.3 1.2 
58 73.8 2.4 70.7 2.4 78.2 1.4 72.2 1.1 
59 74.2 2.2 69.6 2.4 79.3 1.2 77.0 1.1 
60 70.6 2.2 72.8 2.5 83.6 1.2 80.8 1.1 
61 72.2 2.2 72.1 2.6 81.5 1.2 82.8 1.2 
62 75.5 2.4 72.4 2.6 82.2 1.4 75.9 1.1 
63 72.7 2.6 68.0 2.5 79.6 1.2 75.3 1.5 
64 86.3 2.1 87.1 1.9 84.0 1.2 88.5 1.2 
65 92.0 2.0 89.5 2.0 88.4 1.3 92.1 1.3 
66 88.0 1.9 91.4 2.0 86.4 1.2 90.2 1.3 
67 90.5 2.2 86.2 2.0 92.0 1.1 92.5 1.5 
68 89.0 2.0 92.8 1.9 88.8 1.2 90.6 1.1 
69 87.0 2.0 82.1 2.1 87.4 1.1 83.1 1.5 
70 91.0 2.0 86.9 2.1 88.2 1.1 90.5 1.1 
71 83.7 2.2 85.4 1.9 84.4 1.1 91.2 1.2 
72 77.5 2.2 79.6 2.0 87.2 1.2 87.3 1.1 
73 87.0 2.0 84.1 1.9 84.7 1.1 88.8 1.5 
74 93.2 2.0 86.9 2.0 90.4 1.3 84.7 1.3 
75 82.7 2.0 84.9 2.0 90.1 1.2 88.2 1.1 
76 87.9 1.9 83.1 1.9 89.6 1.2 85.1 1.0 
77 84.5 2.0 87.3 2.1 93.3 1.4 89.0 1.3 
78 84.1 2.1 86.5 1.9 88.3 1.3 91.5 1.0 
79 85.6 2.0 80.0 2.0 84.9 1.2 81.3 1.2 
80 80.2 3.9 83.1 3.9 80.5 1.2 82.7 1.2 
81 81.7 2.4 87.3 2.3 81.4 1.2 83.1 1.2 
82 85.1 2.7 82.7 2.9 86.8 1.1 84.7 1.2 
83 87.7 2.2 84.9 2.2 87.4 1.2 84.8 1.0 
84 88.3 2.3 89.1 2.7 81.4 1.3 83.6 1.1 
85 80.0 2.2 85.6 2.0 80.3 1.1 82.0 1.3 
86 81.6 2.2 79.3 2.5 87.5 1.1 84.9 1.1 
87 81.9 2.1 79.6 2.2 81.8 1.5 87.4 1.2 
88 82.8 2.3 78.1 2.4 89.3 1.3 88.1 1.0 
89 77.8 2.0 80.2 2.3 86.7 1.2 84.5 1.4 
90 85.5 2.0 84.8 2.3 86.2 1.3 87.8 1.0 
91 86.3 2.0 84.0 2.2 83.0 1.2 83.0 1.1 
92 74.5 2.0 77.1 2.1 86.6 1.1 85.2 1.0 
93 83.4 2.0 88.2 2.1 84.0 1.1 89.2 1.5 
94 80.5 2.0 82.9 2.1 86.4 1.1 84.7 1.0 
95 86.6 2.0 86.1 2.1 81.4 1.2 83.0 1.1 
96 69.9 2.0 70.8 2.1 75.9 1.1 72.7 1.0 
97 76.6 2.1 76.6 1.9 76.4 1.2 76.2 1.4 
98 75.8 2.0 75.0 2.0 72.5 1.1 75.8 1.0 
99 77.5 1.9 73.4 2.1 77.6 1.4 74.1 1.1 
100 78.5 2.0 75.6 2.0 76.5 1.1 72.3 1.1 
101 78.3 1.9 73.1 1.9 82.8 1.3 76.2 1.2 
102 72.3 2.0 74.8 2.0 79.4 1.1 71.1 1.2 
103 78.6 1.9 76.0 1.9 81.3 1.1 83.3 1.0 
104 71.5 1.9 69.8 2.0 74.1 1.2 76.2 1.0 
105 74.0 1.9 68.9 2.0 76.2 1.3 76.2 1.0 
106 73.6 2.0 79.2 1.9 78.0 1.2 80.3 0.9 
107 76.6 2.0 69.2 2.0 76.1 1.0 71.5 1.2 
108 70.2 2.1 67.7 2.0 75.5 1.1 73.0 1.0 
109 65.5 2.1 67.5 1.9 75.5 1.1 73.3 1.1 
110 76.3 1.9 72.4 2.0 82.3 1.2 81.0 1.0 
111 73.9 2.1 72.5 1.9 75.8 1.3 79.3 1.0 
112 76.0 2.1 74.4 2.0 75.6 1.1 75.2 1.5 
113 69.4 2.0 73.0 2.2 76.0 1.3 76.1 1.0 
114 70.5 2.0 72.1 2.0 79.3 1.1 76.7 1.0 
115 80.2 2.0 75.0 1.9 80.1 1.1 77.7 1.0 
116 76.1 2.1 73.6 2.1 76.0 1.3 79.6 1.0 
117 69.7 1.9 72.2 2.0 77.7 1.2 80.9 1.4 
118 75.9 2.0 72.2 2.1 78.5 1.2 76.8 1.1 
119 70.8 2.2 68.8 1.9 86.7 1.1 86.5 1.1 
120 74.0 1.9 75.8 2.0 81.7 1.3 76.0 1.2 
121 72.2 2.0 65.6 2.1 80.8 1.1 82.9 1.0 
122 69.5 2.0 69.5 2.0 77.1 1.2 78.9 1.1 
123 70.8 2.1 70.8 1.9 75.8 1.2 78.7 1.1 
124 74.3 1.9 76.4 2.0 77.8 1.2 79.1 1.0 
125 68.7 1.9 74.6 1.9 79.5 1.2 77.4 1.1 
126 68.0 2.1 74.1 2.1 80.3 1.1 76.6 1.0 
127 68.0 2.1 69.3 2.1 75.2 1.2 79.1 1.2 
