Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 5 999
1 8 998
2 6 995
3 6 997
4 9 996
5 8 999
6 7 947
7 5 999
8 5 998
9 8 997
10 8 998
11 6 998
12 8 991
13 25 999
14 20 994
15 7 998
16 6 991
17 14 992
18 5 988
19 8 998
20 5 987
21 6 996
22 5 998
23 14 995
24 14 999
25 8 990
26 12 994
27 6 999
28 7 993
29 5 995
30 15 999
31 9 996
32 6 999
33 6 995
34 13 984
35 7 997
36 9 980
37 7 938
38 11 976
39 5 993
40 5 999
41 6 976
42 6 996
43 11 999
44 20 966
45 7 997
46 11 999
47 8 996
48 5 976
49 8 992
50 10 971
51 15 996
52 10 995
53 11 954
54 6 944
55 8 928
56 8 962
57 23 923
58 10 999
59 6 987
60 8 982
61 19 926
62 12 924
63 10 979
64 6 897
65 6 894
66 6 892
67 8 908
68 6 894
69 6 890
70 7 900
71 6 894
72 6 897
73 6 887
74 7 893
75 7 895
76 9 895
77 6 915
78 6 878
79 6 926
80 8 926
81 16 927
82 10 940
83 14 916
84 10 906
85 19 919
86 7 914
87 11 924
88 11 917
89 7 919
90 21 942
91 16 915
92 13 910
93 9 919
94 13 918
95 15 913
96 7 901
97 11 932
98 9 913
99 16 914
100 13 909
101 9 896
102 7 898
103 8 901
104 18 912
105 9 902
106 9 898
107 9 898
108 10 902
109 13 905
110 6 906
111 14 910
112 6 901
113 6 882
114 6 880
115 7 897
116 6 881
117 6 876
118 9 883
119 9 892
120 8 875
121 7 906
122 7 889
123 7 877
124 7 904
125 6 904
126 8 891
127 7 886
