Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  125.5  3.7  -7.1  3.7  52.9  127.3  4.7  -0.8  4.4  80.1  6073  14.4858  6064  13.7719 
 1  126.0  4.2  -10.2  3.8  56.8  124.1  4.2  0.4  3.0  11.5  3180  13.9586  3186  13.798 
 2  113.7  1.5  5.5  1.3  7.6  121.9  3.3  -2.2  3.0  35.9  705  13.9569  732  13.3069 
 3  128.9  1.7  -4.0  1.6  10.6  127.9  3.2  -1.6  3.1  39.0  4224  13.9059  4230  14.4235 
 4  129.3  2.1  -4.3  2.4  25.5  120.6  3.1  -0.8  3.6  54.4  6088  13.3433  6090  13.2846 
 5  123.8  2.7  2.6  2.0  18.5  126.2  1.1  -6.7  0.8  2.6  5789  14.1007  5809  13.9195 
 6  121.4  3.1  3.3  2.7  31.3  131.1  0.9  -3.7  0.8  2.4  0 0 0 0
 7  130.8  7.3  -10.5  9.7  388.3  128.6  5.0  -6.9  5.6  62.4  285  12.916  294  14.1275 
 8  133.4  6.4  -7.8  4.6  87.0  129.1  1.4  -4.3  1.0  4.1  0 0 0 0
 9  122.5  1.9  -2.8  1.7  10.6  124.8  2.3  -1.1  2.0  16.4  4610  13.8092  4647  14.3354 
 10  124.8  2.7  -4.8  3.2  40.3  123.5  1.7  0.5  1.9  14.5  6167  13.2298  6155  13.5395 
 11  114.1  2.8  2.1  2.4  23.4  122.0  3.5  0.2  2.8  32.2  0 0 0 0
 12  125.9  6.3  0.3  4.4  79.3  121.3  1.6  -2.5  1.1  4.9  0 0 0 0
 13  116.8  1.6  0.5  1.1  5.1  118.2  2.5  1.5  1.7  10.5  6086  14.0922  6088  13.6037 
 14  113.8  3.8  2.4  3.4  42.8  128.3  5.6  -5.8  4.7  86.3  0 0 0 0
 15  126.6  2.2  0.4  2.2  20.1  122.9  0.6  -2.6  0.6  1.6  1216  14.29  1155  13.436 
 16  120.1  7.1  9.7  8.5  606.9  119.4  3.3  2.2  4.3  145.4  4518  14.1412  4487  13.805 
 17  127.2  2.5  -4.2  3.2  74.4  126.4  4.0  4.5  4.7  175.5  1026  13.7911  1043  14.8109 
 18  125.1  1.0  2.1  1.0  8.1  123.4  3.3  -1.9  3.4  92.4  327  13.5022  393  14.007 
 19  123.8  2.7  5.7  2.5  48.4  125.1  0.8  -5.8  0.8  4.4  0 0 0 0
 20  120.0  4.7  5.4  3.9  66.6  130.5  5.1  -7.2  4.2  127.3  491  13.9133  493  13.9229 
 21  114.0  5.2  5.5  6.1  161.9  132.0  2.1  6.8  2.0  36.9  3965  14.6347  3956  14.2783 
 22  120.2  1.6  5.7  1.5  17.7  127.0  2.1  2.2  1.8  24.8  0  0  0  0 
 23  128.7  2.3  -1.9  1.6  20.9  125.0  3.0  3.0  2.2  33.7  0 0 0 0
 24  130.1  4.0  2.2  5.1  196.5  134.4  4.3  -5.8  5.3  210.7  6124  14.225  6118  13.8971 
 25  133.0  2.7  -2.1  3.7  112.1  121.7  1.0  4.3  1.4  16.3  5635  14.1706  5664  13.7823 
 26  124.1  2.0  2.2  2.1  32.0  128.4  1.7  3.1  1.7  22.0  0  0  0  0 
 27  127.8  1.7  -0.9  1.4  14.7  125.6  5.1  0.5  4.3  134.1  6096  14.5488  6082  14.4502 
 28  128.4  4.3  -0.9  5.1  205.1  126.5  1.3  0.1  1.5  18.1  1261  13.7892  1258  14.4773 
 29  124.8  1.6  -0.1  1.1  9.4  129.3  3.3  3.7  2.2  35.6  0 0 0 0
 30  123.3  2.0  -2.5  1.5  15.4  135.2  3.1  -4.7  2.2  29.6  0 0 0 0
 31  127.1  8.2  -3.8  7.7  463.5  121.1  5.1  0.5  5.0  182.0  4626  13.7999  4550  14.8954 
 32  126.8  1.5  1.8  1.3  13.8  124.3  3.2  -2.5  2.8  58.1  0 0 0 0
 33  113.1  2.4  7.6  3.2  85.8  123.6  2.3  2.3  3.0  71.3  0 0 0 0
 34  124.0  5.0  -0.4  8.3  297.3  125.4  3.8  -1.5  5.5  243.3  337  13.2406  319  12.219 
 35  129.0  3.9  -5.2  3.7  102.1  123.8  4.1  0.6  3.9  89.7  0 0 0 0
 36  118.4  4.3  6.4  6.6  201.1  123.7  2.0  0.7  3.8  117.6  1127  13.1335  1117  13.1897 
 37  123.4  2.2  0.6  3.9  128.0  133.4  5.1  -14.6  9.0  652.8  5938  13.6478  5929  13.9413 
 38  124.9  2.8  -1.4  4.3  143.7  117.5  4.3  0.4  6.4  317.2  991  13.2147  969  12.9364 
 39  120.1  1.7  5.9  2.0  30.8  121.1  1.1  -13.4  1.3  12.4  441  13.7601  435  13.212 
 40  122.7  1.2  2.5  1.5  18.8  118.8  0.9  -0.1  1.2  11.5  0 0 0 0
 41  128.9  3.5  -6.3  2.8  56.0  124.4  4.3  4.4  3.3  78.8  0 0 0 0
 42  113.4  3.4  10.3  4.5  172.5  116.5  6.5  8.8  8.5  630.5  0 0 0 0
 43  122.6  2.2  1.3  2.8  63.6  123.9  1.8  0.3  2.3  40.3  0 0 0 0
 44  125.5  1.1  -1.8  1.1  9.5  118.0  1.9  3.9  2.0  31.7  0 0 0 0
 45  126.2  4.0  -3.9  5.4  224.7  124.5  1.5  -3.4  2.1  33.8  5934  14.3873  5933  13.8642 
 46  123.5  1.7  -1.5  2.1  37.1  124.3  1.4  -1.1  1.7  23.5  4709  13.9388  4732  14.0301 
 47  122.0  2.0  6.3  2.7  57.4  127.7  4.2  -7.7  5.7  225.9  497  13.7898  497  12.4633 
 48  132.2  2.4  -6.5  3.9  121.4  124.6  1.2  2.3  2.0  32.7  5975  14.3137  5988  13.9481 
 49  122.6  1.7  4.4  2.3  47.1  130.2  2.0  -4.9  2.7  60.1  2396  13.5755  2321  14.2367 
 50  120.4  1.4  11.8  1.9  34.3  121.5  1.7  -1.0  2.5  54.1  2227  14.2837  2235  14.3658 
 51  126.8  1.4  0.1  2.2  40.1  127.1  0.9  -1.0  1.5  17.6  4598  13.0543  4570  12.8859 
 52  128.3  1.4  -2.3  1.9  28.1  124.1  1.1  2.1  1.5  17.5  4946  14.179  4907  14.0362 
 53  122.7  1.0  7.7  1.4  16.8  124.0  1.6  -0.1  2.2  38.0  374  14.1456  360  14.7213 
 54  123.5  1.0  -1.5  1.1  10.3  125.1  1.6  -1.6  1.8  24.7  6060  13.8493  6089  14.1813 
 55  124.6  2.0  4.8  2.6  55.1  124.9  3.4  0.6  4.5  165.7  214  13.5365  205  15.1121 
 56  127.1  1.9  2.6  3.1  84.9  132.0  4.6  -4.0  7.4  444.4  730  13.8033  735  15.1788 
 57  126.3  1.2  1.2  1.4  16.5  126.0  1.1  1.0  0.9  1.6  6066  13.7971  6063  13.4691 
 58  120.3  5.6  12.6  9.6  774.1  125.1  5.3  2.8  8.8  632.9  5101  13.3984  5085  13.3507 
 59  121.5  2.1  9.0  3.0  73.9  125.6  1.5  -4.6  2.2  39.3  5373  14.2983  5372  13.72 
 60  129.6  3.1  -2.0  5.3  231.9  123.9  2.8  -0.1  4.9  199.7  6142  13.6416  6088  13.8085 
 61  124.9  1.6  0.7  2.3  42.9  126.0  1.2  -0.1  1.7  22.2  0 0 0 0
 62  126.7  2.1  -3.2  2.8  62.5  128.2  2.9  0.6  3.7  114.2  490  13.5531  474  14.2439 
 63  128.6  1.5  -0.3  1.7  22.6  126.0  1.9  -1.1  2.1  35.5  437  14.8075  407  13.5628 
 64  120.4  1.9  3.6  1.4  16.3  124.2  2.6  3.6  1.5  9.9  0 0 0 0
 65  129.5  3.1  -1.5  2.3  44.0  119.8  2.9  2.3  2.2  41.5  2406  13.7508  2359  12.8229 
 66  127.5  3.1  1.8  2.1  34.4  126.9  1.4  7.0  0.9  7.4  0 0 0 0
 67  121.2  4.4  0.3  3.3  90.3  119.2  5.4  4.6  3.9  113.7  0 0 0 0
 68  121.0  2.1  2.1  1.5  18.3  123.5  1.7  1.1  1.2  12.0  5700  14.1858  5694  13.6258 
 69  123.7  2.6  1.7  1.6  18.8  121.3  1.6  3.3  1.0  7.8  0 0 0 0
 70  122.3  1.4  3.9  0.9  5.1  125.7  4.8  6.5  2.8  59.0  6102  14.7154  6105  14.0966 
 71  126.2  2.4  2.7  1.8  25.7  126.1  0.3  0.7  0.3  0.5  6172  14.1601  6187  14.3914 
 72  112.5  2.9  14.2  2.1  36.8  123.6  3.6  -4.1  2.6  50.0  1194  13.7822  1185  12.5337 
 73  131.0  2.4  -1.8  1.6  18.9  129.2  4.7  1.8  3.1  71.6  6120  14.3594  6144  13.9798 
 74  129.8  2.3  1.6  1.5  18.6  131.4  4.2  2.1  2.7  59.3  0 0 0 0
 75  131.0  4.0  -1.1  2.9  67.3  127.2  4.3  1.5  3.1  77.9  1227  14.0454  1207  14.0616 
 76  120.3  5.4  4.3  3.7  111.6  124.6  4.8  0.3  3.2  83.2  2402  13.8982  2485  13.9648 
 77  118.5  2.5  2.1  1.8  28.1  126.1  1.1  3.5  0.8  4.7  4942  14.1457  4973  14.4824 
 78  123.3  2.6  3.2  1.2  10.7  113.8  5.7  2.9  2.8  57.1  6084  15.218  6075  14.3775 
 79  128.8  1.5  1.3  1.0  7.7  122.7  4.2  -2.1  2.9  58.7  1359  13.5339  1360  13.5929 
 80  125.8  2.1  0.8  1.7  24.3  127.9  1.4  1.9  1.1  9.7  0 0 0 0
 81  124.6  2.1  3.5  1.4  16.7  128.3  3.5  -4.1  2.4  42.4  3451  14.3677  3459  13.2335 
 82  134.4  2.6  -1.5  2.1  34.4  131.9  6.3  3.1  4.8  186.9  0  0  0  0 
 83  131.7  1.3  0.2  1.2  12.6  126.4  2.7  -1.2  2.6  53.3  210  13.1164  205  14.2313 
 84  123.2  1.2  3.0  1.2  12.8  126.9  2.6  1.0  2.1  22.2  580  13.8273  585  13.7241 
 85  128.4  2.0  6.4  1.9  29.0  133.5  3.6  -0.3  2.8  36.9  0 0 0 0
 86  129.5  2.7  -2.2  2.0  34.5  125.9  2.6  2.9  2.1  31.1  6105  14.9364  6103  14.3235 
 87  129.4  0.8  0.4  0.8  6.0  122.5  4.1  3.4  4.5  175.9  0 0 0 0
 88  126.3  2.6  0.6  1.8  27.8  126.6  2.8  -0.0  2.0  31.1  0 0 0 0
 89  125.2  1.2  3.3  1.2  11.8  128.1  1.1  -0.4  1.0  8.9  4219  14.4391  4216  14.082 
 90  125.8  4.5  3.6  4.3  149.7  124.9  2.3  -0.6  1.9  15.6  0 0 0 0
 91  131.3  3.4  -1.2  2.9  68.5  128.4  2.1  0.2  1.8  27.5  0 0 0 0
 92  122.6  1.8  -2.0  1.9  29.9  118.1  4.0  8.5  3.3  52.7  2964  14.2771  3006  13.8856 
 93  124.1  7.5  3.0  5.2  214.0  132.9  3.5  -4.9  2.0  15.2  0 0 0 0
 94  141.4  8.4  -5.0  7.0  372.3  124.7  2.4  2.1  2.2  35.1  0 0 0 0
 95  123.3  4.0  4.2  3.8  119.1  135.4  2.5  -3.4  2.3  41.4  378  14.417  388  14.6302 
 96  126.5  3.2  1.8  2.0  33.8  132.8  3.8  1.9  2.3  45.6  5916  13.5818  5903  14.6141 
 97  135.6  1.2  -6.2  0.8  4.2  119.9  4.9  1.8  3.0  73.4  0 0 0 0
 98  126.4  1.2  -1.7  0.7  4.3  128.2  2.8  0.4  1.6  21.0  0 0 0 0
 99  130.5  2.1  -1.0  1.8  28.8  128.5  1.1  -1.4  1.0  7.7  0 0 0 0
 100  125.5  2.8  -2.1  1.7  23.5  122.1  4.2  -0.0  2.6  53.4  0 0 0 0
 101  121.9  6.4  -1.5  4.3  156.6  124.9  1.9  1.4  1.3  13.3  0 0 0 0
 102  129.0  2.8  -0.9  1.9  33.1  132.0  2.9  -1.8  2.0  34.8  0 0 0 0
 103  130.1  2.5  -2.9  1.6  20.5  133.4  1.9  -3.9  1.2  10.5  6089  14.059  6079  13.8713 
 104  128.8  1.1  4.4  0.7  4.1  129.2  4.8  1.4  2.9  68.8  4424  14.2211  4442  12.6006 
 105  133.7  3.0  -8.1  2.1  35.1  131.8  6.8  2.9  4.2  147.7  0 0 0 0
 106  128.5  1.7  0.2  1.3  13.5  127.7  3.6  2.1  2.6  59.2  6113  13.8933  6126  14.3236 
 107  132.2  1.5  -6.4  1.3  12.9  132.1  1.1  1.5  0.9  6.4  0 0 0 0
 108  129.4  2.5  0.7  1.8  27.0  128.1  1.2  -3.2  0.9  6.2  0 0 0 0
 109  129.4  1.9  -5.2  1.3  13.2  123.5  1.3  5.9  0.9  5.9  0 0 0 0
 110  128.9  1.2  -1.7  1.0  8.3  130.2  2.8  0.4  2.2  36.9  6141  14.3747  6120  13.5717 
 111  132.5  3.8  -0.6  2.7  53.4  127.7  5.2  4.0  3.5  98.9  0 0 0 0
 112  126.2  1.5  5.0  1.0  7.7  123.2  2.6  2.7  1.7  24.1  1846  12.6424  1821  12.7079 
 113  131.1  7.0  -0.0  7.4  270.7  126.5  1.7  1.6  2.3  45.2  6060  13.2674  6046  13.8706 
 114  121.8  1.5  3.7  1.4  15.7  122.8  0.9  5.3  0.8  5.9  508  13.4311  558  14.5906 
 115  129.3  6.3  5.2  6.4  203.8  123.7  3.6  7.3  4.5  178.5  6024  14.6335  6005  14.6131 
 116  124.8  3.6  5.2  2.7  64.8  136.2  3.6  -2.6  2.7  58.1  3101  13.7846  3098  13.4999 
 117  124.2  2.7  4.9  3.3  89.2  124.7  1.6  4.1  1.9  32.3  6063  14.0428  6064  13.8423 
 118  126.6  4.7  1.4  3.4  99.8  132.7  4.2  -3.8  3.1  68.9  0  0  0  0 
 119  120.8  3.7  5.6  3.7  114.4  127.0  1.9  -2.5  2.0  29.3  6026  13.9558  6030  14.3336 
 120  126.6  4.2  0.1  2.3  25.8  127.4  6.6  4.3  4.4  159.9  2795  14.3387  2759  13.6651 
 121  119.3  3.8  4.5  3.0  75.8  126.9  2.8  2.9  2.2  40.4  6094  14.0913  6099  14.3086 
 122  128.5  2.0  0.6  1.7  23.1  122.9  2.6  4.9  2.2  39.7  6090  13.9776  6091  13.928 
 123  126.8  2.0  1.5  1.7  24.8  121.4  2.1  3.1  1.8  25.8  5585  14.192  5530  15.3944 
 124  123.5  4.1  0.0  3.3  86.4  128.2  2.9  2.6  2.2  39.6  2487  14.5813  2546  14.3374 
