Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 8 992
1 12 983
2 5 976
3 13 991
4 12 994
5 7 989
6 16 996
7 13 928
8 10 991
9 16 996
10 18 995
11 12 992
12 7 991
13 6 996
14 8 989
15 18 970
16 13 998
17 19 995
18 10 999
19 11 999
20 21 997
21 11 988
22 20 998
23 8 997
24 18 995
25 11 975
26 9 968
27 19 993
28 9 991
29 24 938
30 17 991
31 9 979
32 6 968
33 6 971
34 6 892
35 6 991
36 6 997
37 7 945
38 7 940
39 6 929
40 6 968
41 6 996
42 6 992
43 5 945
44 7 991
45 6 933
46 6 995
47 8 999
48 6 922
49 6 895
50 6 886
51 6 917
52 6 909
53 6 899
54 6 906
55 7 957
56 6 897
57 6 897
58 6 900
59 6 897
60 6 894
61 6 906
62 7 889
63 6 896
64 21 947
65 25 941
66 23 933
67 22 916
68 20 914
69 21 944
70 18 936
71 21 930
72 22 938
73 26 927
74 10 947
75 24 935
76 21 915
77 25 925
78 23 920
79 26 925
80 19 937
81 16 918
82 16 918
83 22 941
84 14 940
85 25 936
86 24 932
87 18 921
88 18 908
89 26 928
90 23 934
91 28 933
92 25 941
93 27 923
94 40 942
95 30 914
96 23 928
97 24 919
98 23 910
99 35 925
100 21 916
101 33 930
102 27 908
103 19 915
104 22 916
105 32 910
106 22 924
107 19 924
108 30 907
109 37 916
110 33 920
111 24 911
112 26 956
113 30 923
114 29 921
115 32 929
116 24 941
117 38 936
118 31 916
119 28 931
120 34 922
121 31 916
122 38 941
123 33 927
124 28 937
125 34 927
126 38 940
127 34 936
