Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  129.3  1.8  -6.3  1.7  20.9  128.2  0.9  0.7  0.8  4.6  5982  15.0252  5971  14.5518 
 1  130.8  2.5  -5.7  2.1  31.7  141.5  1.4  -9.7  0.9  2.6  3454  13.7825  3447  14.2957 
 2  125.5  2.7  3.0  2.2  41.0  123.8  3.5  -3.4  3.0  66.7  681  13.5146  668  14.361 
 3  130.7  3.0  -6.8  2.7  56.4  127.6  2.8  -4.9  2.6  50.6  4100  14.4414  4132  14.0526 
 4  122.8  1.2  2.4  1.3  13.1  125.5  1.1  -1.4  1.2  11.7  4132  13.5826  4174  13.3693 
 5  126.1  4.2  2.0  2.9  68.7  131.4  2.2  -8.3  1.6  17.2  5448  14.3233  5340  14.1889 
 6  122.0  1.7  -0.8  1.4  15.3  127.5  3.0  -3.2  2.4  40.1  0 0 0 0
 7  128.3  2.4  -4.9  3.0  71.3  119.1  1.8  0.3  1.9  16.2  280  14.6164  280  13.5939 
 8  134.9  2.5  -5.7  1.7  21.2  132.5  1.5  -3.5  1.1  8.0  0 0 0 0
 9  131.7  1.7  -6.7  1.4  13.8  127.6  1.2  -1.1  1.0  7.7  4650  14.3382  4702  15.0366 
 10  128.1  2.2  -4.9  2.3  42.7  127.3  1.1  -2.6  1.2  11.2  6076  14.221  6070  14.4115 
 11  127.9  1.8  -0.7  1.4  15.4  134.7  1.4  -7.4  1.0  7.8  0 0 0 0
 12  127.6  3.9  -0.7  2.5  46.3  131.1  2.3  -2.2  1.5  16.0  0 0 0 0
 13  125.6  2.4  -1.3  1.5  17.1  126.7  2.1  -4.2  1.4  12.2  5975  14.8339  5991  14.5908 
 14  129.8  2.8  -8.5  2.3  37.0  131.8  3.9  -4.9  3.0  66.4  0 0 0 0
 15  125.6  1.7  -4.4  1.5  18.2  121.9  2.5  -2.3  2.4  43.8  1094  14.7638  1025  14.58 
 16  125.3  5.7  4.3  6.8  391.7  119.0  1.6  -4.2  2.0  31.9  4798  13.6719  4780  14.0196 
 17  134.8  4.8  -14.4  6.0  265.1  128.3  2.7  2.5  3.3  83.3  1276  13.8902  1328  13.3683 
 18  124.7  1.6  -3.0  1.7  22.1  128.2  0.9  -2.0  0.9  6.0  481  12.4972  474  13.2628 
 19  127.0  2.0  -0.1  1.9  28.0  126.1  1.1  0.4  1.0  7.9  0 0 0 0
 20  130.5  3.8  -1.2  3.0  72.4  125.0  3.6  -3.7  3.0  62.6  715  13.6445  710  13.3781 
 21  120.5  3.0  1.5  3.3  89.7  129.6  2.1  6.5  2.1  38.9  4357  14.3152  4425  13.9901 
 22  122.5  3.0  3.6  2.7  62.0  127.7  1.2  -1.2  1.1  9.1  262  13.1797  267  13.9828 
 23  125.1  3.5  0.8  2.5  49.1  122.1  2.3  1.8  1.6  18.5  0 0 0 0
 24  128.9  3.4  -0.0  4.4  149.3  130.5  2.0  -2.3  2.5  47.9  6021  14.7539  6014  14.3101 
 25  126.7  1.5  -0.0  2.0  34.5  123.5  1.4  0.7  1.9  29.3  5774  14.2491  5751  13.5496 
 26  125.1  2.3  -1.1  2.3  40.2  129.8  1.7  -2.0  1.7  21.0  272  12.6202  237  14.5058 
 27  130.2  2.9  -2.9  2.5  43.3  130.5  4.9  -3.0  4.2  127.4  5996  14.4264  5997  14.6043 
 28  124.3  2.0  0.6  2.4  44.1  124.7  2.0  -0.9  2.5  48.2  1579  13.8894  1489  12.9168 
 29  124.8  2.6  5.4  1.8  23.8  127.0  4.3  -2.9  2.9  61.7  0 0 0 0
 30  127.9  3.7  -3.4  2.7  52.7  126.5  5.1  -0.3  3.6  80.3  0 0 0 0
 31  129.6  3.5  -1.2  3.3  82.9  122.6  4.5  -1.8  4.4  143.0  4796  13.8982  4976  13.83 
 32  123.7  1.8  2.1  1.6  19.1  119.7  2.2  0.5  1.9  26.7  0 0 0 0
 33  120.5  1.9  5.9  2.6  54.7  117.0  1.8  7.6  2.4  48.0  0 0 0 0
 34  116.8  3.5  8.8  5.4  245.3  127.6  2.2  -1.6  3.2  81.9  412  13.5621  390  12.2026 
 35  126.0  4.0  -1.8  3.8  109.9  120.1  4.0  7.5  3.8  85.3  0 0 0 0
 36  122.1  3.3  2.5  5.5  49.6  132.1  3.2  -7.5  6.0  296.7  1472  12.8678  1496  12.3972 
 37  136.4  2.2  -15.1  4.0  133.5  133.2  2.5  -10.7  4.3  149.6  5917  14.1845  5889  13.5326 
 38  117.8  4.6  2.4  6.9  377.5  120.3  2.4  -0.6  3.6  100.5  1086  13.2183  1073  13.0388 
 39  121.8  1.6  1.0  1.8  27.3  120.4  1.9  -8.1  2.3  37.5  556  12.6362  561  12.6848 
 40  125.4  1.7  -0.5  2.2  37.9  122.2  1.0  -1.2  1.3  13.2  0 0 0 0
 41  126.3  2.9  -1.0  2.3  38.0  130.0  4.8  -3.2  3.6  95.0  0 0 0 0
