Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 11 915
1 14 915
2 17 931
3 19 923
4 9 920
5 8 925
6 18 927
7 23 937
8 12 913
9 11 905
10 13 910
11 10 917
12 23 923
13 14 917
14 13 924
15 11 955
16 6 901
17 10 893
18 16 921
19 11 909
20 7 903
21 18 909
22 10 912
23 7 901
24 10 899
25 11 902
26 9 892
27 11 894
28 8 897
29 8 898
30 12 924
31 7 890
32 27 917
33 33 919
34 28 925
35 29 917
36 33 933
37 27 923
38 37 923
39 27 915
40 37 921
41 28 918
42 36 913
43 26 914
44 26 925
45 38 918
46 30 917
47 36 925
48 25 927
49 27 923
50 22 915
51 26 936
52 24 924
53 25 933
54 39 951
55 27 997
56 27 943
57 32 934
58 20 925
59 20 955
60 25 935
61 37 933
62 41 933
63 41 935
64 33 954
65 34 948
66 38 933
67 37 946
68 32 934
69 38 930
70 38 945
71 38 954
72 40 933
73 50 954
74 41 926
75 40 959
76 45 942
77 41 936
78 48 938
79 46 968
80 39 935
81 43 955
82 29 924
83 42 946
84 41 928
85 38 929
86 39 931
87 42 967
88 33 911
89 21 909
90 33 940
91 38 938
92 25 926
93 45 932
94 38 930
95 29 932
96 30 944
97 31 939
98 34 925
99 36 947
100 28 926
101 35 934
102 33 927
103 25 928
104 31 922
105 39 921
106 31 940
107 43 940
108 42 932
109 28 949
110 39 925
111 18 932
112 23 927
113 23 929
114 32 934
115 23 937
116 13 927
117 16 912
118 9 920
119 19 968
120 16 924
121 23 913
122 17 916
123 34 925
124 27 915
125 15 919
126 35 934
127 29 939
