Pedestal charge parameters
Channel Mean_HG_ping Sigma_HG_ping Mean_HG_pong Sigma_HG_pong Mean_LG_ping Sigma_LG_ping Mean_LG_pong Sigma_LG_pong
0 66.6 2.6 65.8 2.6 69.7 1.3 69.8 1.2 
1 73.5 2.3 73.2 2.3 77.4 1.4 73.1 1.1 
2 74.8 2.1 71.8 2.2 82.5 1.4 76.4 1.1 
3 71.4 2.3 75.0 2.5 74.5 1.2 73.5 1.1 
4 66.0 2.4 66.2 2.5 76.8 1.2 82.2 1.4 
5 69.0 2.3 69.6 2.2 75.3 1.4 79.0 1.1 
6 67.3 2.4 72.7 2.3 73.7 1.2 75.6 1.1 
7 64.5 2.5 69.7 2.4 72.9 1.2 74.9 1.1 
8 70.2 2.4 73.6 2.5 75.0 1.2 72.7 1.1 
9 69.8 2.3 69.8 2.5 75.4 1.2 73.6 1.1 
10 69.0 2.4 72.7 2.6 73.0 1.4 70.8 1.6 
11 61.7 2.5 69.2 2.6 73.8 1.2 75.6 1.1 
12 68.6 2.6 68.0 2.4 77.6 1.2 79.8 1.0 
13 66.7 2.3 63.5 2.5 80.8 1.2 77.0 1.1 
14 71.5 2.3 68.8 2.4 75.6 1.1 74.3 1.1 
15 66.1 2.4 62.0 2.5 78.3 1.2 79.9 1.0 
16 90.7 2.4 97.5 2.3 100.4 1.1 103.0 1.1 
17 90.8 2.4 89.3 2.3 98.5 1.2 96.3 1.2 
18 88.2 2.4 92.2 2.3 93.8 1.3 96.6 1.3 
19 88.1 2.4 95.0 2.4 99.6 1.2 93.8 1.4 
20 90.9 2.3 91.7 2.4 98.2 1.2 96.6 1.0 
21 92.4 2.4 91.3 2.4 97.2 1.2 98.8 1.1 
22 90.2 2.5 95.0 2.5 94.0 1.2 92.2 1.0 
23 87.1 2.3 89.5 2.5 96.5 1.2 100.6 1.1 
24 90.8 2.3 87.1 2.3 101.3 1.2 94.4 1.3 
25 86.9 2.4 83.1 2.3 94.6 1.4 95.8 1.1 
26 89.5 2.3 93.7 2.2 93.9 1.3 91.9 1.1 
27 87.2 2.3 85.5 2.3 89.6 1.2 91.2 1.2 
28 86.3 2.4 89.0 2.4 90.7 1.4 96.0 1.0 
29 87.0 2.3 82.3 2.6 96.6 1.1 98.7 1.0 
30 85.0 2.2 83.7 2.4 95.2 1.2 93.5 1.1 
31 85.1 2.4 82.7 2.4 98.1 1.4 92.5 1.1 
32 77.9 3.1 77.9 3.0 77.8 1.5 73.4 1.2 
33 76.8 3.0 70.2 3.1 77.9 1.5 74.7 1.6 
34 80.7 3.0 73.4 3.1 83.0 1.4 86.5 1.1 
35 76.6 2.8 73.5 2.6 80.0 1.2 77.2 1.1 
36 82.3 3.3 78.9 3.0 87.8 1.2 85.2 1.1 
37 70.6 2.7 72.1 2.7 79.6 1.3 77.7 1.2 
38 77.0 3.0 75.3 2.9 76.0 1.3 79.8 1.1 
39 73.5 2.8 75.9 2.6 82.1 1.3 80.0 1.4 
40 77.9 2.6 71.4 2.9 85.7 1.3 82.2 1.4 
41 73.0 3.0 75.5 2.9 78.3 1.3 76.7 1.1 
42 76.1 3.1 76.2 2.8 82.9 1.3 81.5 1.2 
43 78.5 2.7 74.0 2.9 82.7 1.3 80.6 1.1 
44 77.7 3.1 84.4 3.1 78.7 1.3 79.3 1.2 
45 79.1 2.8 71.7 2.9 84.2 1.2 77.7 1.3 
