Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 16 989
1 21 981
2 29 917
3 16 936
4 17 947
5 19 991
6 13 996
7 21 903
8 21 984
9 21 985
10 10 948
11 17 914
12 20 947
13 25 924
14 15 965
15 13 990
16 15 991
17 40 991
18 22 935
19 45 979
20 30 987
21 42 950
22 37 954
23 29 995
24 30 928
25 40 995
26 25 995
27 37 942
28 39 979
29 40 996
30 41 990
31 15 987
32 11 991
33 33 934
34 17 920
35 26 996
36 22 918
37 25 924
38 28 974
39 18 973
40 25 931
41 22 953
42 27 989
43 13 917
44 27 929
45 25 918
46 28 926
47 33 924
48 34 943
49 24 921
50 29 928
51 40 941
52 22 930
53 30 936
54 31 940
55 29 929
56 30 927
57 37 930
58 33 928
59 36 932
60 42 946
61 41 948
62 45 935
63 44 948
64 27 935
65 19 921
66 21 923
67 20 922
68 15 927
69 25 929
70 25 919
71 16 909
72 29 929
73 26 923
74 21 928
75 30 949
76 24 924
77 26 929
78 21 919
79 34 916
80 38 954
81 42 947
82 33 950
83 35 938
84 38 943
85 34 942
86 46 948
87 32 993
88 32 937
89 41 953
90 39 947
91 42 942
92 45 942
93 42 945
94 35 938
95 45 975
96 25 943
97 25 919
98 25 924
99 26 922
100 14 918
101 9 917
102 21 917
103 20 916
104 23 924
105 28 925
106 21 934
107 25 925
108 31 926
109 17 913
110 20 900
111 30 917
112 22 943
113 26 941
114 18 936
115 8 918
116 22 944
117 29 948
118 35 945
119 26 930
120 30 934
121 27 934
122 31 948
123 29 935
124 30 933
125 7 937
126 23 934
127 24 924
