Maximum charge in HG 
Channel_nb;  Charge_max_HG 
0 767
1 761
2 753
3 756
4 752
5 761
6 751
7 763
8 754
9 753
10 753
11 760
12 755
13 757
14 757
15 764
16 786
17 781
18 784
19 780
20 785
21 789
22 788
23 772
24 775
25 787
26 789
27 782
28 777
29 785
30 762
31 778
32 760
33 755
34 768
35 762
36 772
37 764
38 764
39 770
40 776
41 760
42 753
43 768
44 757
45 764
46 758
47 758
48 946
49 750
50 736
51 738
52 746
53 747
54 749
55 747
56 750
57 741
58 740
59 750
60 735
61 751
62 752
63 752
64 992
65 760
66 735
67 736
68 740
69 750
70 734
71 752
72 739
73 728
74 724
75 742
76 742
77 736
78 736
79 741
80 753
81 764
82 756
83 750
84 755
85 747
86 760
87 750
88 737
89 749
90 750
91 764
92 759
93 643
94 746
95 752
96 755
97 725
98 761
99 760
100 725
101 746
102 714
103 750
104 762
105 755
106 756
107 747
108 753
109 733
110 747
111 754
112 973
113 906
114 722
115 732
116 728
117 722
118 724
119 715
120 728
121 719
122 713
123 723
124 715
125 737
126 738
127 721
