Charge Calibration parameters for Preamplifier Gain of 20
Channel P1_HG_ping P1_err_HG_ping P0_HG_ping P0_err_HG_ping chi2_HG_ping P1_HG_pong P1_err_HG_pong P0_HG_pong P0_err_HG_pong chi2_HG_pong Entries_LG_ping P1_LG_ping Entries_LG_pong P1_LG_pong 
 0  118.6  4.2  -3.7  3.9  109.4  110.8  4.7  9.1  4.1  129.1  5989  13.9767  5984  13.001 
 1  120.2  3.4  -3.0  2.9  60.7  135.2  2.0  -1.9  1.3  5.3  3579  12.772  3526  13.7487 
 2  115.2  1.5  7.9  1.3  13.4  115.0  2.5  -0.2  2.1  33.4  899  12.3283  889  12.057 
 3  120.6  3.4  -0.3  3.0  70.4  119.0  0.5  -1.1  0.4  1.5  4587  13.0481  4600  12.8004 
 4  117.0  1.9  4.8  2.0  33.2  116.1  2.0  -0.5  2.2  37.7  5905  12.422  5906  12.3068 
 5  113.9  3.0  7.0  2.1  34.5  122.0  3.8  -1.0  2.8  52.2  5985  12.9221  6012  12.7434 
 6  113.7  2.7  3.5  2.2  38.3  122.8  2.1  0.3  1.7  19.8  0 0 0 0
 7  122.8  2.8  1.0  3.5  95.4  114.2  2.6  3.1  2.6  31.3  321  12.6028  323  12.8794 
 8  119.0  4.4  2.8  3.0  65.8  119.3  2.6  -1.4  1.9  23.7  0 0 0 0
 9  119.8  1.4  -1.5  1.2  9.6  118.4  1.6  3.6  1.3  12.3  4803  14.1061  4828  13.0803 
 10  117.6  1.1  -3.3  1.2  11.8  121.0  2.1  0.8  2.2  36.8  6099  13.157  6085  13.42 
 11  113.1  1.7  2.6  1.3  13.8  111.5  2.5  6.5  1.9  26.2  0 0 0 0
 12  117.0  3.1  0.5  2.0  30.0  122.8  3.5  2.7  2.3  36.6  0 0 0 0
 13  117.2  1.4  4.3  0.9  5.9  114.2  3.7  -0.1  2.4  37.9  6009  14.3063  5991  14.045 
 14  121.7  4.6  -7.0  3.8  101.6  114.5  1.7  6.9  1.4  13.4  0 0 0 0
 15  123.6  3.5  -5.7  3.3  80.8  110.2  1.9  7.4  1.7  23.7  1285  13.1134  1258  13.4638 
 16  109.1  5.2  13.7  6.2  326.8  107.1  4.3  10.6  5.5  237.9  4472  13.1039  4551  13.4835 
 17  122.4  4.1  -2.9  5.1  191.6  119.8  6.2  4.0  7.3  424.5  974  13.6186  932  14.3181 
 18  117.3  5.7  -1.5  6.0  278.0  116.5  1.9  7.1  2.0  29.9  350  12.6514  339  13.9677 
 19  113.5  0.7  8.2  0.7  3.5  114.3  1.0  11.9  0.9  6.8  0 0 0 0
 20  116.7  2.5  7.9  2.0  31.7  113.8  4.4  5.0  3.7  94.7  478  12.3802  475  13.6016 
 21  113.4  2.6  1.4  2.9  66.6  119.5  1.5  14.5  1.5  19.0  4099  14.1501  4083  12.909 
 22  106.7  2.5  12.8  2.3  43.8  117.1  2.7  11.2  2.4  43.7  0  0  0  0 
 23  116.0  3.5  4.3  2.5  48.6  109.2  2.0  9.9  1.4  14.1  0 0 0 0
 24  118.7  3.3  3.6  4.2  133.4  118.7  3.4  6.8  4.2  131.1  6041  13.4279  6027  13.2837 
 25  115.8  1.7  10.8  2.3  43.3  110.8  1.3  8.6  1.8  26.5  5610  13.7844  5628  13.5724 
 26  115.7  3.1  2.1  3.2  76.2  115.7  2.8  8.8  2.7  57.5  0  0  0  0 
 27  116.8  2.7  4.5  2.3  39.2  110.7  2.8  9.5  2.4  40.0  6016  13.4743  5994  13.6235 
 28  116.7  3.3  5.5  3.9  120.0  115.0  2.2  8.5  2.6  53.5  1135  13.4522  1127  14.2049 
 29  113.1  3.6  11.9  2.5  47.3  119.0  5.5  9.7  3.7  100.8  0 0 0 0
 30  123.2  8.2  0.1  5.9  250.6  109.0  11.4  9.0  8.0  405.5  0 0 0 0
 31  126.1  1.9  2.5  1.8  26.0  116.3  3.0  2.5  3.0  64.8  4644  14.0924  4602  13.3907 
 32  124.9  2.4  1.8  2.1  32.9  124.1  3.4  -2.8  3.0  65.1  0 0 0 0
 33  117.1  1.7  1.9  2.3  43.6  119.7  1.7  -0.4  2.2  40.7  0 0 0 0
 34  114.2  3.0  8.3  4.6  177.4  128.6  6.7  -3.2  9.8  757.7  435  12.9747  388  11.1468 
 35  127.8  5.7  -1.3  5.3  217.7  124.3  2.6  4.4  2.5  36.7  0 0 0 0
 36  125.0  3.4  -1.2  5.1  121.4  120.4  2.6  1.2  4.8  192.4  1283  13.126  1274  12.0848 
 37  123.8  3.2  -0.3  5.8  275.0  124.4  1.5  -0.5  2.4  36.7  5889  13.9321  5965  13.6485 
 38  115.8  4.1  3.0  6.2  298.9  120.6  3.3  -4.7  4.9  188.1  997  13.0108  1060  12.6309 
 39  123.8  2.8  -4.1  3.1  78.8  125.6  3.6  -11.4  4.3  127.8  527  12.4635  534  11.5606 
 40  119.8  1.1  2.0  1.4  15.6  118.8  0.6  1.0  0.8  5.0  0 0 0 0
 41  122.1  3.1  -0.2  2.5  43.5  127.0  5.4  2.0  4.2  123.1  0 0 0 0
 42  120.5  1.6  1.3  2.2  40.6  121.5  5.2  6.6  6.9  407.7  0 0 0 0
 43  121.0  3.4  3.5  4.2  148.5  120.1  1.0  3.3  1.3  12.5  0 0 0 0
 44  126.1  2.4  -2.2  2.6  50.9  117.8  3.7  3.2  3.9  123.2  0 0 0 0
 45  127.4  6.1  -7.7  8.1  512.6  120.6  1.9  0.2  2.6  54.4  5850  13.9536  5841  14.233 
 46  120.0  0.9  5.2  1.1  9.2  121.5  2.1  -4.7  2.6  53.2  4907  14.5823  4885  13.3672 
 47  120.9  3.1  6.0  4.1  137.7  126.2  2.7  -3.0  3.6  93.8  500  14.096  459  13.7202 
 48  116.5  3.3  1.6  5.3  228.3  117.1  0.6  3.5  1.1  9.3  5923  13.0736  5933  13.6642 
 49  121.4  3.4  2.5  4.6  177.3  114.4  2.9  4.9  3.9  128.2  2633  12.2673  2615  13.797 
 50  113.2  2.1  7.6  3.0  83.2  115.2  1.6  3.9  2.3  43.4  2374  13.6137  2315  12.8282 
 51  118.8  1.3  0.9  2.1  35.3  115.5  1.4  0.5  2.2  41.1  5911  12.6387  5920  12.5071 
 52  121.3  2.4  -1.1  3.3  82.4  119.9  2.0  2.6  2.6  57.0  5112  13.5707  5056  12.9641 
 53  121.2  1.0  1.0  1.4  16.4  117.2  0.9  1.9  1.2  12.4  340  14.0068  336  13.5355 
 54  115.7  1.6  3.1  1.8  26.3  119.6  1.0  0.4  1.1  9.2  6013  13.3786  6011  13.6118 
 55  121.0  2.8  2.3  3.7  111.5  118.7  2.3  -0.9  3.0  75.5  218  12.9071  215  13.3228 
 56  119.3  3.0  4.2  4.9  204.9  128.0  3.3  -7.7  5.2  221.9  769  13.3444  780  13.5774 
 57  116.8  1.1  -0.4  1.3  14.1  118.5  2.4  -0.4  1.9  7.8  5985  13.2052  5981  13.0882 
 58  115.2  2.1  1.8  3.7  111.2  122.8  2.2  -2.4  3.6  105.7  5404  12.9411  5419  12.8708 
 59  123.4  0.8  -0.1  1.1  9.7  119.3  1.6  -1.0  2.3  41.9  5409  13.0412  5374  13.1157 
 60  115.6  2.3  4.4  3.9  129.6  112.4  2.8  2.8  5.0  210.9  6012  13.0945  6005  13.4564 
 61  111.6  3.7  7.5  5.2  223.5  118.6  1.4  0.4  2.0  30.6  0 0 0 0
 62  122.1  1.2  -2.9  1.5  18.5  120.5  3.2  -0.7  4.2  143.1  542  12.3847  614  13.7876 
 63  119.5  0.6  -0.5  0.6  3.0  116.5  0.8  2.9  0.9  6.5  466  13.4914  422  13.6768 
 64  119.3  2.0  1.5  1.4  17.1  120.5  4.4  1.4  2.5  28.0  0 0 0 0
 65  116.8  3.2  0.2  2.4  47.3  109.9  2.8  6.6  2.1  37.7  2576  13.2909  2621  12.9728 
 66  121.7  1.5  -1.5  1.0  7.9  116.8  1.4  4.8  0.9  6.7  0 0 0 0
 67  108.2  4.2  4.7  3.1  80.0  123.9  0.9  1.0  0.7  3.5  0 0 0 0
 68  122.7  1.5  -1.6  1.1  9.2  122.0  1.6  -2.0  1.2  11.4  5657  13.2189  5626  13.1401 
 69  116.7  3.0  1.1  1.8  25.2  116.1  2.5  1.4  1.5  17.3  0 0 0 0
 70  120.2  2.4  -0.4  1.5  15.6  121.7  4.1  3.5  2.4  42.4  6035  13.4919  6025  13.0507 
 71  122.8  1.7  0.9  1.3  13.3  116.7  1.6  2.1  1.2  12.3  6100  14.1368  6086  14.5225 
 72  120.5  2.5  2.9  1.8  27.5  120.4  0.9  0.7  0.7  3.2  1330  13.2217  1285  11.9366 
 73  117.3  1.7  1.6  1.1  9.0  114.9  3.9  2.6  2.5  48.7  6038  14.0488  6056  14.1331 
 74  120.8  2.1  1.4  1.4  14.8  121.4  4.6  1.8  3.0  70.6  0 0 0 0
 75  124.6  3.0  1.1  2.2  38.9  122.8  3.8  -1.3  2.8  61.3  6083  13.5818  6051  13.5228 
 76  118.0  2.8  -0.2  1.9  31.1  116.3  2.3  2.4  1.6  20.1  2656  13.6163  2667  14.1501 
 77  117.1  2.4  2.0  1.7  25.2  123.8  0.6  -0.5  0.4  1.5  6079  13.5719  6094  13.7658 
 78  125.5  2.6  1.3  1.2  10.9  110.9  5.9  2.3  2.9  61.7  6003  14.4023  5992  13.4719 
 79  122.3  1.3  0.7  0.8  5.4  123.9  3.5  -7.0  2.4  38.8  1577  12.3052  1615  12.9933 
 80  122.2  1.8  5.7  1.5  18.2  122.3  2.2  2.9  1.8  24.8  0 0 0 0
