Fine time information for HG/LG threshold at 520 DACu
Channel_nb fine_time_min fine_time_max 
0 25 932
1 10 905
2 14 902
3 23 912
4 19 916
5 11 909
6 15 919
7 12 917
8 20 918
9 20 900
10 22 921
11 20 915
12 20 924
13 15 907
14 19 908
15 14 907
16 12 918
17 6 915
18 11 916
19 5 909
20 7 893
21 14 914
22 10 915
23 15 917
24 6 900
25 7 914
26 8 907
27 6 911
28 8 910
29 6 904
30 6 898
31 7 916
32 6 996
33 7 996
34 7 977
35 10 936
36 8 933
37 6 981
38 6 989
39 6 896
40 6 974
41 9 996
42 7 995
43 7 899
44 6 918
45 6 981
46 7 986
47 10 998
48 6 902
49 7 903
50 5 897
51 7 909
52 6 890
53 6 905
54 6 888
55 6 895
56 7 907
57 6 908
58 6 909
59 6 908
60 17 922
61 6 912
62 6 908
63 14 972
64 8 899
65 7 901
66 8 905
67 21 918
68 6 890
69 11 916
70 11 906
71 10 903
72 7 882
73 9 897
74 6 884
75 6 894
76 7 892
77 9 902
78 8 887
79 10 998
80 39 953
81 21 954
82 35 944
83 36 948
84 37 954
85 31 930
86 38 947
87 29 944
88 30 940
89 26 957
90 25 953
91 14 943
92 35 941
93 36 950
94 36 937
95 31 995
96 13 983
97 18 928
98 19 941
99 25 935
100 14 937
101 11 943
102 11 941
103 12 979
104 25 942
105 23 931
106 20 928
107 19 934
108 9 923
109 13 924
110 25 930
111 25 941
112 21 978
113 16 927
114 12 919
115 16 930
116 10 926
117 16 934
118 18 930
119 14 920
120 28 960
121 9 938
122 19 925
123 15 926
124 16 974
125 11 923
126 27 939
127 26 930
